refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202308_0141,TXN_202308_003871,2023-09-10,REG_09,PROD_037,3,1461.57,Customer request
REF_202308_0142,TXN_202308_003955,2023-08-19,REG_03,PROD_045,4,1927.04,Customer request
REF_202308_0143,TXN_202308_003620,2023-09-12,REG_03,PROD_005,1,440.84,Damaged in transit
REF_202308_0144,TXN_202308_003603,2023-09-10,REG_02,PROD_025,1,47.94,Defective
REF_202308_0145,TXN_202308_003607,2023-08-21,REG_04,PROD_043,2,807.1,Not as described
REF_202308_0146,TXN_202308_003562,2023-08-14,REG_01,PROD_033,1,329.64,Not as described
REF_202308_0147,TXN_202308_003601,2023-08-29,REG_10,PROD_007,2,506.58,Not as described
REF_202308_0148,TXN_202308_003925,2023-09-09,REG_01,PROD_044,2,649.46,Customer request
REF_202308_0149,TXN_202308_003758,2023-08-16,REG_04,PROD_018,2,972.18,Not as described
REF_202308_0150,TXN_202308_003595,2023-08-19,REG_04,PROD_012,3,544.59,Customer request
REF_202308_0151,TXN_202308_003783,2023-08-28,REG_10,PROD_035,4,1759.92,Defective
REF_202308_0152,TXN_202308_003645,2023-08-12,REG_04,PROD_036,1,285.15,Wrong item
REF_202308_0153,TXN_202308_003488,2023-08-24,REG_02,PROD_026,4,149.52,Damaged in transit
REF_202308_0154,TXN_202308_003668,2023-08-31,REG_07,PROD_010,3,403.14,Wrong item
REF_202308_0155,TXN_202308_003622,2023-08-22,REG_09,PROD_023,1,379.57,Defective
REF_202308_0156,TXN_202308_003688,2023-08-13,REG_05,PROD_001,1,179.2,Defective
REF_202308_0157,TXN_202308_003763,2023-08-15,REG_01,PROD_035,1,240.11,Not as described
REF_202308_0158,TXN_202308_003597,2023-09-11,REG_08,PROD_045,2,933.22,Customer request
REF_202308_0159,TXN_202308_003695,2023-08-13,REG_06,PROD_016,4,1178.08,Not as described
REF_202308_0160,TXN_202308_003596,2023-08-26,REG_04,PROD_009,4,673.4,Damaged in transit
