refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202401_0241,TXN_202401_006257,2024-01-26,REG_06,PROD_016,1,364.79,Damaged in transit
REF_202401_0242,TXN_202401_006327,2024-02-06,REG_07,PROD_047,1,44.01,Damaged in transit
REF_202401_0243,TXN_202401_006129,2024-01-24,REG_10,PROD_024,1,293.34,Damaged in transit
REF_202401_0244,TXN_202401_006038,2024-02-04,REG_08,PROD_005,2,867.06,Defective
REF_202401_0245,TXN_202401_006236,2024-01-14,REG_02,PROD_039,2,851.86,Not as described
REF_202401_0246,TXN_202401_006403,2024-02-07,REG_04,PROD_014,1,177.58,Customer request
REF_202401_0247,TXN_202401_006137,2024-01-22,REG_09,PROD_022,1,488.5,Damaged in transit
REF_202401_0248,TXN_202401_006027,2024-01-20,REG_01,PROD_014,2,363.38,Customer request
REF_202401_0249,TXN_202401_006246,2024-01-10,REG_05,PROD_049,1,368.02,Customer request
REF_202401_0250,TXN_202401_006141,2024-01-31,REG_02,PROD_005,1,372.93,Damaged in transit
REF_202401_0251,TXN_202401_005981,2024-01-23,REG_03,PROD_033,2,107.76,Customer request
REF_202401_0252,TXN_202401_006146,2024-02-08,REG_07,PROD_039,1,197.04,Defective
REF_202401_0253,TXN_202401_006011,2024-02-01,REG_01,PROD_031,2,876.94,Not as described
REF_202401_0254,TXN_202401_006045,2024-02-07,REG_02,PROD_001,1,93.93,Wrong item
REF_202401_0255,TXN_202401_006159,2024-02-08,REG_08,PROD_001,3,322.5,Customer request
REF_202401_0256,TXN_202401_006394,2024-01-17,REG_05,PROD_007,1,87.07,Defective
REF_202401_0257,TXN_202401_006310,2024-01-29,REG_06,PROD_007,2,886.9,Not as described
REF_202401_0258,TXN_202401_006328,2024-01-15,REG_01,PROD_019,1,311.6,Defective
REF_202401_0259,TXN_202401_006437,2024-01-16,REG_09,PROD_037,1,29.37,Customer request
REF_202401_0260,TXN_202401_006471,2024-01-29,REG_07,PROD_008,2,355.9,Customer request
