refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202405_0321,TXN_202405_008413,04/06/2024,REG_01,PROD_010,4,1392.4,Defective
REF_202405_0322,TXN_202405_008320,03/06/2024,REG_08,PROD_024,1,236.53,Not as described
REF_202405_0323,TXN_202405_008188,26/05/2024,REG_08,PROD_041,1,128.27,Defective
REF_202405_0324,TXN_202405_008435,03/06/2024,REG_06,PROD_048,1,29.61,Defective
REF_202405_0325,TXN_202405_008027,08/05/2024,REG_10,PROD_005,3,910.44,Defective
REF_202405_0326,TXN_202405_008120,13/06/2024,REG_03,PROD_044,3,247.41,Wrong item
REF_202405_0327,TXN_202405_008315,01/06/2024,REG_04,PROD_010,3,616.47,Wrong item
REF_202405_0328,TXN_202405_008216,27/05/2024,REG_09,PROD_004,1,308.45,Defective
REF_202405_0329,TXN_202405_007994,21/05/2024,REG_03,PROD_043,1,450.82,Not as described
REF_202405_0330,TXN_202405_008041,24/05/2024,REG_07,PROD_045,2,238.38,Customer request
REF_202405_0331,TXN_202405_008097,22/05/2024,REG_07,PROD_045,1,410.37,Customer request
REF_202405_0332,TXN_202405_008370,31/05/2024,REG_07,PROD_050,3,1261.98,Wrong item
REF_202405_0333,TXN_202405_008260,26/05/2024,REG_09,PROD_004,4,848.24,Customer request
REF_202405_0334,TXN_202405_007997,08/06/2024,REG_02,PROD_027,1,393.49,Wrong item
REF_202405_0335,TXN_202405_008152,11/05/2024,REG_01,PROD_017,3,257.73,Wrong item
REF_202405_0336,TXN_202405_008006,30/05/2024,REG_05,PROD_027,3,1409.97,Defective
REF_202405_0337,TXN_202405_008114,06/05/2024,REG_05,PROD_026,1,231.63,Not as described
REF_202405_0338,TXN_202405_008241,26/05/2024,REG_02,PROD_037,1,373.95,Wrong item
REF_202405_0339,TXN_202405_008180,20/05/2024,REG_06,PROD_022,1,29.77,Wrong item
REF_202405_0340,TXN_202405_008253,15/05/2024,REG_04,PROD_016,4,785.72,Defective
