refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202311_0201,TXN_202311_005157,2023-11-19,REG_01,PROD_041,3,898.26,Damaged in transit
REF_202311_0202,TXN_202311_005396,2023-11-24,REG_02,PROD_002,2,416.9,Not as described
REF_202311_0203,TXN_202311_005355,2023-11-23,REG_03,PROD_050,1,294.86,Defective
REF_202311_0204,TXN_202311_005220,2023-11-30,REG_06,PROD_027,1,335.93,Customer request
REF_202311_0205,TXN_202311_005248,2023-11-21,REG_04,PROD_009,2,242.7,Customer request
REF_202311_0206,TXN_202311_005039,2023-11-30,REG_04,PROD_018,1,354.24,Wrong item
REF_202311_0207,TXN_202311_005035,2023-11-26,REG_08,PROD_016,2,325.02,Customer request
REF_202311_0208,TXN_202311_004997,2023-11-30,REG_04,PROD_043,3,119.79,Damaged in transit
REF_202311_0209,TXN_202311_005190,2023-11-22,REG_07,PROD_049,1,339.57,Not as described
REF_202311_0210,TXN_202311_005022,2023-11-21,REG_05,PROD_050,1,468.88,Damaged in transit
REF_202311_0211,TXN_202311_005387,2023-11-30,REG_04,PROD_025,1,26.22,Customer request
REF_202311_0212,TXN_202311_005373,2023-11-03,REG_03,PROD_021,3,96.9,Not as described
REF_202311_0213,TXN_202311_005273,2023-12-13,REG_08,PROD_017,2,88.62,Wrong item
REF_202311_0214,TXN_202311_005263,2023-11-24,REG_03,PROD_015,1,76.36,Wrong item
REF_202311_0215,TXN_202311_005479,2023-12-15,REG_03,PROD_036,1,233.0,Damaged in transit
REF_202311_0216,TXN_202311_005068,2023-12-03,REG_08,PROD_013,1,306.32,Damaged in transit
REF_202311_0217,TXN_202311_005085,2023-11-24,REG_06,PROD_002,5,717.95,Customer request
REF_202311_0218,TXN_202311_005417,2023-11-26,REG_04,PROD_019,5,2235.8,Defective
REF_202311_0219,TXN_202311_005352,2023-11-23,REG_06,PROD_010,2,210.42,Customer request
REF_202311_0220,TXN_202311_005140,2023-11-22,REG_05,PROD_003,1,123.15,Defective
