product_id,category,sales_units,revenue,returns,stockouts,performance_score
PROD_001,Electronics,69,15544.28,0,0,15.54
PROD_002,Electronics,91,17947.31,8,0,-62.05
PROD_003,Electronics,70,14359.23,1,0,4.36
PROD_004,Electronics,87,18724.2,0,0,18.72
PROD_005,Electronics,124,25842.76,0,0,25.84
PROD_006,Electronics,61,11179.98,0,0,11.18
PROD_007,Electronics,87,15742.13,0,0,15.74
PROD_008,Electronics,81,16826.81,4,0,-23.17
PROD_009,Electronics,78,13163.25,5,0,-36.84
PROD_010,Electronics,74,15788.84,3,0,-14.21
PROD_011,Electronics,93,23175.48,2,0,3.18
PROD_012,Electronics,98,19710.96,0,0,19.71
PROD_013,Clothing,80,17976.57,3,0,-12.02
PROD_014,Clothing,73,19367.44,0,0,19.37
PROD_015,Clothing,67,11968.68,1,0,1.97
PROD_016,Clothing,89,20693.75,2,0,0.69
PROD_017,Clothing,104,23392.4,5,0,-26.61
PROD_018,Clothing,124,31937.25,1,0,21.94
PROD_019,Clothing,79,15882.51,5,0,-34.12
PROD_020,Clothing,64,16377.27,1,0,6.38
PROD_021,Clothing,90,19209.94,3,0,-10.79
PROD_022,Clothing,125,27302.49,1,0,17.3
PROD_023,Clothing,86,18393.75,3,0,-11.61
PROD_024,Clothing,82,16806.16,1,0,6.81
PROD_025,Food,78,15338.25,1,0,5.34
PROD_026,Food,87,17605.58,2,0,-2.39
PROD_027,Food,130,27438.48,3,0,-2.56
PROD_028,Food,102,19168.94,4,0,-20.83
PROD_029,Food,91,19810.4,4,0,-20.19
PROD_030,Food,94,22498.59,0,0,22.5
PROD_031,Food,123,25179.94,0,0,25.18
PROD_032,Food,78,16257.96,1,0,6.26
PROD_033,Food,90,22116.87,0,0,22.12
PROD_034,Food,74,18947.84,0,0,18.95
PROD_035,Food,103,23468.99,4,0,-16.53
PROD_036,Food,112,20678.66,3,0,-9.32
PROD_037,Home,121,21990.99,4,0,-18.01
PROD_038,Home,110,24167.71,0,0,24.17
PROD_039,Home,78,16816.98,6,0,-43.18
PROD_040,Home,117,28518.81,6,0,-31.48
PROD_041,Home,112,22414.47,8,0,-57.59
PROD_042,Home,102,22824.94,6,0,-37.18
PROD_043,Home,86,14846.79,4,0,-25.15
PROD_044,Home,103,25419.1,4,0,-14.58
PROD_045,Home,75,18492.48,0,0,18.49
PROD_046,Home,75,16294.94,1,0,6.29
PROD_047,Home,88,16744.53,0,0,16.74
PROD_048,Home,105,22164.31,6,0,-37.84
PROD_049,Books,48,11715.36,1,0,1.72
PROD_050,Books,88,16614.96,2,0,-3.39
