product_id,category,sales_units,revenue,returns,stockouts,performance_score
PROD_001,Electronics,82,19714.22,0,0,19.71
PROD_002,Electronics,116,24891.8,4,0,-15.11
PROD_003,Electronics,85,20406.6,5,0,-29.59
PROD_004,Electronics,108,28822.5,0,0,28.82
PROD_005,Electronics,110,21276.08,2,0,1.28
PROD_006,Electronics,74,13837.56,10,0,-86.16
PROD_007,Electronics,120,22297.8,2,0,2.3
PROD_008,Electronics,66,14035.56,2,0,-5.96
PROD_009,Electronics,88,19724.82,0,0,19.72
PROD_010,Electronics,85,20545.67,0,0,20.55
PROD_011,Electronics,90,15224.21,3,0,-14.78
PROD_012,Electronics,88,18218.14,2,0,-1.78
PROD_013,Clothing,74,16119.04,5,0,-33.88
PROD_014,Clothing,106,21620.71,3,0,-8.38
PROD_015,Clothing,86,21283.61,1,0,11.28
PROD_016,Clothing,79,17312.9,2,0,-2.69
PROD_017,Clothing,120,26729.84,5,0,-23.27
PROD_018,Clothing,89,22552.63,0,0,22.55
PROD_019,Clothing,126,26203.78,3,0,-3.8
PROD_020,Clothing,89,17247.04,1,0,7.25
PROD_021,Clothing,93,22858.04,5,0,-27.14
PROD_022,Clothing,90,18985.18,3,0,-11.01
PROD_023,Clothing,97,15793.26,0,0,15.79
PROD_024,Clothing,56,13168.54,3,0,-16.83
PROD_025,Food,103,19053.14,4,0,-20.95
PROD_026,Food,82,12581.21,0,0,12.58
PROD_027,Food,96,21886.14,1,0,11.89
PROD_028,Food,94,21454.15,4,0,-18.55
PROD_029,Food,124,25207.44,2,0,5.21
PROD_030,Food,140,27381.17,9,0,-62.62
PROD_031,Food,64,15528.17,0,0,15.53
PROD_032,Food,87,20390.0,0,0,20.39
PROD_033,Food,87,19323.89,1,0,9.32
PROD_034,Food,80,17200.49,2,0,-2.8
PROD_035,Food,61,12835.26,3,0,-17.16
PROD_036,Food,65,13847.88,2,0,-6.15
PROD_037,Home,103,20762.25,1,0,10.76
PROD_038,Home,88,15697.07,0,0,15.7
PROD_039,Home,70,16894.16,0,0,16.89
PROD_040,Home,106,21334.46,1,0,11.33
PROD_041,Home,116,24668.27,2,0,4.67
PROD_042,Home,93,17099.92,0,0,17.1
PROD_043,Home,98,20142.97,6,0,-39.86
PROD_044,Home,101,22439.04,3,0,-7.56
PROD_045,Home,66,14121.84,0,0,14.12
PROD_046,Home,57,9776.41,0,0,9.78
PROD_047,Home,71,13991.19,1,0,3.99
PROD_048,Home,128,31363.44,6,0,-28.64
PROD_049,Books,79,20418.22,1,0,10.42
PROD_050,Books,71,13183.8,3,0,-16.82
