refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202412_0461,TXN_202412_011644,2024-12-18,REG_08,PROD_009,1,78.68,Wrong item
REF_202412_0462,TXN_202412_011732,2024-12-08,REG_09,PROD_041,1,382.69,Not as described
REF_202412_0463,TXN_202412_011567,2024-12-07,REG_04,PROD_003,4,982.4,Not as described
REF_202412_0464,TXN_202412_011737,2024-12-12,REG_02,PROD_013,1,262.27,Customer request
REF_202412_0465,TXN_202412_011712,2024-12-24,REG_02,PROD_007,3,814.26,Damaged in transit
REF_202412_0466,TXN_202412_011553,2024-12-28,REG_08,PROD_004,4,797.72,Damaged in transit
REF_202412_0467,TXN_202412_011597,2024-12-28,REG_06,PROD_041,1,251.07,Not as described
REF_202412_0468,TXN_202412_011861,2025-01-08,REG_05,PROD_002,3,1087.17,Damaged in transit
REF_202412_0469,TXN_202412_011903,2024-12-23,REG_08,PROD_047,2,453.02,Customer request
REF_202412_0470,TXN_202412_011654,2024-12-04,REG_03,PROD_004,4,1473.64,Defective
REF_202412_0471,TXN_202412_011593,2024-12-20,REG_02,PROD_032,3,684.3,Damaged in transit
REF_202412_0472,TXN_202412_011542,2025-01-01,REG_09,PROD_001,3,1454.16,Wrong item
REF_202412_0473,TXN_202412_011467,2024-12-23,REG_01,PROD_041,1,138.39,Defective
REF_202412_0474,TXN_202412_011863,2024-12-13,REG_05,PROD_010,3,561.06,Defective
REF_202412_0475,TXN_202412_011899,2024-12-26,REG_07,PROD_026,1,465.94,Damaged in transit
REF_202412_0476,TXN_202412_011551,2024-12-29,REG_07,PROD_023,2,172.06,Damaged in transit
REF_202412_0477,TXN_202412_011887,2024-12-28,REG_01,PROD_039,2,288.1,Damaged in transit
REF_202412_0478,TXN_202412_011727,2025-01-08,REG_01,PROD_015,3,504.54,Not as described
REF_202412_0479,TXN_202412_011800,2024-12-31,REG_03,PROD_041,4,353.28,Defective
REF_202412_0480,TXN_202412_011690,2025-01-14,REG_06,PROD_025,1,95.77,Customer request
