product_id,region,warehouse_id,start_stock,end_stock,stock_losses,stock_replenished
PROD_001,REG_01,WH_001,66,109,9,52
PROD_001,REG_01,WH_002,486,532,3,49
PROD_001,REG_02,WH_003,198,285,8,95
PROD_001,REG_02,WH_004,500,545,4,49
PROD_001,REG_03,WH_005,312,406,0,94
PROD_001,REG_03,WH_006,173,188,9,24
PROD_001,REG_04,WH_007,449,490,2,43
PROD_001,REG_04,WH_008,428,475,1,48
PROD_001,REG_05,WH_009,136,183,4,51
PROD_001,REG_05,WH_010,387,467,2,82
PROD_001,REG_06,WH_011,388,419,4,35
PROD_001,REG_06,WH_012,477,550,7,80
PROD_001,REG_07,WH_013,427,501,0,74
PROD_001,REG_07,WH_014,169,259,7,97
PROD_001,REG_08,WH_015,274,300,7,33
PROD_001,REG_08,WH_016,493,535,5,47
PROD_001,REG_09,WH_017,378,426,9,57
PROD_001,REG_09,WH_018,76,120,7,51
PROD_001,REG_10,WH_019,393,480,10,97
PROD_001,REG_10,WH_020,204,223,4,23
PROD_002,REG_01,WH_001,306,362,1,57
PROD_002,REG_01,WH_002,420,515,5,100
PROD_002,REG_02,WH_003,110,196,5,91
PROD_002,REG_02,WH_004,265,337,3,75
PROD_002,REG_03,WH_005,430,457,8,35
PROD_002,REG_03,WH_006,137,149,10,22
PROD_002,REG_04,WH_007,69,113,7,51
PROD_002,REG_04,WH_008,288,311,1,24
PROD_002,REG_05,WH_009,418,510,4,96
PROD_002,REG_05,WH_010,280,366,1,87
PROD_002,REG_06,WH_011,367,419,1,53
PROD_002,REG_06,WH_012,394,448,5,59
PROD_002,REG_07,WH_013,279,355,3,79
PROD_002,REG_07,WH_014,246,290,2,46
PROD_002,REG_08,WH_015,81,175,5,99
PROD_002,REG_08,WH_016,348,437,3,92
PROD_002,REG_09,WH_017,409,463,9,63
PROD_002,REG_09,WH_018,223,277,1,55
PROD_002,REG_10,WH_019,99,132,7,40
PROD_002,REG_10,WH_020,194,274,1,81
PROD_003,REG_01,WH_001,211,250,4,43
PROD_003,REG_01,WH_002,99,159,9,69
PROD_003,REG_02,WH_003,425,495,1,71
PROD_003,REG_02,WH_004,65,90,0,25
PROD_003,REG_03,WH_005,300,370,4,74
PROD_003,REG_03,WH_006,437,490,9,62
PROD_003,REG_04,WH_007,100,126,7,33
PROD_003,REG_04,WH_008,208,230,9,31
PROD_003,REG_05,WH_009,294,341,5,52
PROD_003,REG_05,WH_010,125,142,10,27
PROD_003,REG_06,WH_011,368,454,7,93
PROD_003,REG_06,WH_012,157,242,2,87
PROD_003,REG_07,WH_013,350,375,9,34
PROD_003,REG_07,WH_014,436,473,1,38
PROD_003,REG_08,WH_015,476,543,0,67
PROD_003,REG_08,WH_016,149,238,0,89
PROD_003,REG_09,WH_017,270,293,5,28
PROD_003,REG_09,WH_018,479,562,10,93
PROD_003,REG_10,WH_019,109,168,6,65
PROD_003,REG_10,WH_020,100,187,0,87
PROD_004,REG_01,WH_001,59,130,5,76
PROD_004,REG_01,WH_002,289,321,9,41
PROD_004,REG_02,WH_003,185,208,2,25
PROD_004,REG_02,WH_004,416,509,0,93
PROD_004,REG_03,WH_005,412,485,1,74
