product_id,category,sales_units,revenue,returns,stockouts,performance_score
PROD_001,Electronics,103,17076.71,1,0,7.08
PROD_002,Electronics,93,24533.91,1,0,14.53
PROD_003,Electronics,115,23898.52,7,0,-46.1
PROD_004,Electronics,82,14042.76,3,0,-15.96
PROD_005,Electronics,106,21042.08,1,0,11.04
PROD_006,Electronics,97,22120.66,5,0,-27.88
PROD_007,Electronics,97,18459.12,3,0,-11.54
PROD_008,Electronics,80,20077.66,0,0,20.08
PROD_009,Electronics,90,18375.13,4,0,-21.62
PROD_010,Electronics,64,14246.39,3,0,-15.75
PROD_011,Electronics,91,15944.1,4,0,-24.06
PROD_012,Electronics,90,21232.93,2,0,1.23
PROD_013,Clothing,118,30218.43,6,0,-29.78
PROD_014,Clothing,112,29376.52,0,0,29.38
PROD_015,Clothing,111,22627.69,1,0,12.63
PROD_016,Clothing,84,22648.98,3,0,-7.35
PROD_017,Clothing,80,18071.08,0,0,18.07
PROD_018,Clothing,57,13157.2,2,0,-6.84
PROD_019,Clothing,72,16913.49,8,0,-63.09
PROD_020,Clothing,84,16554.11,1,0,6.55
PROD_021,Clothing,103,21426.67,7,0,-48.57
PROD_022,Clothing,57,13839.7,0,0,13.84
PROD_023,Clothing,98,23543.96,2,0,3.54
PROD_024,Clothing,81,20119.74,4,0,-19.88
PROD_025,Food,100,22982.61,0,0,22.98
PROD_026,Food,128,26380.79,1,0,16.38
PROD_027,Food,82,14801.04,0,0,14.8
PROD_028,Food,76,20991.94,0,0,20.99
PROD_029,Food,94,15764.17,5,0,-34.24
PROD_030,Food,89,19222.93,4,0,-20.78
PROD_031,Food,66,15645.6,0,0,15.65
PROD_032,Food,123,28319.36,6,0,-31.68
PROD_033,Food,74,18862.74,3,0,-11.14
PROD_034,Food,74,17366.46,1,0,7.37
PROD_035,Food,82,17883.43,0,0,17.88
PROD_036,Food,74,18139.92,0,0,18.14
PROD_037,Home,72,12331.61,1,0,2.33
PROD_038,Home,100,22479.34,0,0,22.48
PROD_039,Home,96,23880.5,3,0,-6.12
PROD_040,Home,87,17063.98,3,0,-12.94
PROD_041,Home,89,19492.27,0,0,19.49
PROD_042,Home,123,28978.44,13,0,-101.02
PROD_043,Home,70,14284.07,5,0,-35.72
PROD_044,Home,94,17851.88,4,0,-22.15
PROD_045,Home,109,21155.81,5,0,-28.84
PROD_046,Home,125,24616.92,1,0,14.62
PROD_047,Home,77,16967.06,0,0,16.97
PROD_048,Home,88,19325.3,9,0,-70.67
PROD_049,Books,113,20672.46,3,0,-9.33
PROD_050,Books,66,15273.8,0,0,15.27
