transaction_id,date,region,store_id,employee_id,product_id,units,unit_price,discount,revenue,payment,customer_id,customer_segment
TXN_202507_014962,2025-07-18,REG_04,STORE_011,EMP_029,PROD_021,2,47.27,0.17,78.47,card,CUST_1408,Premium
TXN_202507_014963,2025-07-24,REG_03,STORE_008,EMP_003,PROD_044,2,138.39,0.28,199.28,credit,CUST_5568,VIP
TXN_202507_014964,2025-07-29,REG_09,STORE_025,EMP_025,PROD_017,5,241.57,0.17,1002.52,card,CUST_8192,VIP
TXN_202507_014965,2025-07-01,REG_07,STORE_019,EMP_007,PROD_016,1,350.41,0.24,266.31,credit,CUST_8030,New
TXN_202507_014966,2025-07-03,REG_04,STORE_012,EMP_026,PROD_037,4,240.96,0.09,877.09,mobile,CUST_5000,Regular
TXN_202507_014967,2025-07-29,REG_04,STORE_010,EMP_030,PROD_038,3,332.37,0.02,977.17,cash,CUST_6560,Regular
TXN_202507_014968,2025-07-13,REG_03,STORE_008,EMP_003,PROD_002,4,173.45,0.0,693.8,cash,CUST_4046,VIP
TXN_202507_014969,2025-07-03,REG_07,STORE_020,EMP_007,PROD_015,4,29.41,0.11,104.7,cash,CUST_8137,VIP
TXN_202507_014970,2025-07-06,REG_08,STORE_023,EMP_012,PROD_022,5,240.08,0.19,972.32,mobile,CUST_1507,Regular
TXN_202507_014971,2025-07-08,REG_03,STORE_009,EMP_003,PROD_042,3,342.44,0.14,883.5,mobile,CUST_2564,VIP
TXN_202507_014972,2025-07-23,REG_01,STORE_002,EMP_019,PROD_013,5,25.84,0.22,100.78,cash,CUST_7966,Regular
TXN_202507_014973,2025-07-01,REG_02,STORE_005,EMP_002,PROD_007,1,405.6,0.22,316.37,card,CUST_1128,Premium
TXN_202507_014974,2025-07-09,REG_04,STORE_010,EMP_026,PROD_016,1,209.3,0.13,182.09,credit,CUST_6094,Premium
TXN_202507_014975,2025-07-19,REG_08,STORE_022,EMP_023,PROD_006,3,220.19,0.07,614.33,credit,CUST_5234,VIP
TXN_202507_014976,2025-07-09,REG_03,STORE_009,EMP_003,PROD_038,4,151.35,0.21,478.27,credit,CUST_9001,New
TXN_202507_014977,2025-07-12,REG_10,STORE_030,EMP_010,PROD_015,4,163.33,0.11,581.45,credit,CUST_1999,Premium
TXN_202507_014978,2025-07-18,REG_07,STORE_019,EMP_007,PROD_048,4,264.88,0.03,1027.73,card,CUST_5143,Premium
TXN_202507_014979,2025-07-20,REG_03,STORE_007,EMP_014,PROD_017,1,216.05,0.02,211.73,cash,CUST_6672,Premium
TXN_202507_014980,2025-07-07,REG_10,STORE_028,EMP_020,PROD_003,5,457.1,0.02,2239.79,credit,CUST_3250,Premium
TXN_202507_014981,2025-07-23,REG_04,STORE_010,EMP_004,PROD_046,5,238.54,0.22,930.31,card,CUST_8918,New
TXN_202507_014982,2025-07-05,REG_05,STORE_015,EMP_005,PROD_041,3,44.68,0.09,121.98,card,CUST_7023,Regular
TXN_202507_014983,2025-07-22,REG_09,STORE_027,EMP_025,PROD_034,1,354.64,0.1,319.18,credit,CUST_1713,Regular
TXN_202507_014984,2025-07-27,REG_01,STORE_001,EMP_001,PROD_034,4,152.84,0.15,519.66,mobile,CUST_5356,Regular
TXN_202507_014985,2025-07-30,REG_08,STORE_022,EMP_008,PROD_009,5,456.42,0.21,1802.86,mobile,CUST_6853,New
TXN_202507_014986,2025-07-09,REG_07,STORE_021,EMP_007,PROD_025,2,229.25,0.21,362.22,credit,CUST_9879,VIP
TXN_202507_014987,2025-07-05,REG_06,STORE_018,EMP_006,PROD_046,5,144.6,0.2,578.4,cash,CUST_7599,Premium
TXN_202507_014988,2025-07-22,REG_07,STORE_021,EMP_007,PROD_031,4,52.19,0.26,154.48,mobile,CUST_2514,New
TXN_202507_014989,2025-07-18,REG_04,STORE_012,EMP_030,PROD_025,5,458.87,0.01,2271.41,credit,CUST_1001,VIP
TXN_202507_014990,2025-07-15,REG_09,STORE_025,EMP_009,PROD_040,1,376.84,0.19,305.24,cash,CUST_5555,Regular
TXN_202507_014991,2025-07-08,REG_06,STORE_017,EMP_006,PROD_047,3,112.73,0.28,243.5,credit,CUST_4482,Regular
TXN_202507_014992,2025-07-29,REG_09,STORE_025,EMP_025,PROD_025,5,308.45,0.2,1233.8,card,CUST_5581,Premium
TXN_202507_014993,2025-07-10,REG_07,STORE_020,EMP_007,PROD_029,5,215.64,0.1,970.38,mobile,CUST_1673,Premium
TXN_202507_014994,2025-07-06,REG_05,STORE_015,EMP_005,PROD_021,2,235.59,0.26,348.67,card,CUST_8177,VIP
TXN_202507_014995,2025-07-24,REG_08,STORE_022,EMP_012,PROD_031,2,69.33,0.09,126.18,card,CUST_8916,Regular
TXN_202507_014996,2025-07-05,REG_01,STORE_001,EMP_011,PROD_002,1,41.32,0.16,34.71,cash,CUST_5297,New
TXN_202507_014997,2025-07-11,REG_08,STORE_024,EMP_012,PROD_014,2,181.46,0.19,293.97,mobile,CUST_1105,Regular
TXN_202507_014998,2025-07-04,REG_01,STORE_001,EMP_019,PROD_006,1,228.64,0.06,214.92,mobile,CUST_9389,Regular
TXN_202507_014999,2025-07-14,REG_03,STORE_008,EMP_014,PROD_023,1,53.89,0.06,50.66,cash,CUST_1308,VIP
TXN_202507_015000,2025-07-22,REG_10,STORE_028,EMP_013,PROD_048,3,305.76,0.21,724.65,credit,CUST_1155,Regular
TXN_202507_015001,2025-07-10,REG_10,STORE_029,EMP_028,PROD_031,5,102.55,0.07,476.86,cash,CUST_2638,VIP
TXN_202507_015002,2025-07-27,REG_01,STORE_002,EMP_011,PROD_050,3,218.28,0.19,530.42,cash,CUST_2651,VIP
TXN_202507_015003,2025-07-21,REG_05,STORE_014,EMP_021,PROD_014,4,213.93,0.04,821.49,card,CUST_5330,Premium
TXN_202507_015004,2025-07-25,REG_06,STORE_016,EMP_006,PROD_018,4,100.77,0.04,386.96,mobile,CUST_9695,Premium
TXN_202507_015005,2025-07-11,REG_08,STORE_022,EMP_023,PROD_025,1,18.27,0.1,16.44,card,CUST_6255,New
TXN_202507_015006,2025-07-17,REG_01,STORE_001,EMP_019,PROD_043,1,470.04,0.16,394.83,mobile,CUST_6697,VIP
TXN_202507_015007,2025-07-09,REG_08,STORE_024,EMP_008,PROD_043,1,130.71,0.27,95.42,cash,CUST_4672,VIP
TXN_202507_015008,2025-07-26,REG_07,STORE_021,EMP_007,PROD_042,2,461.94,0.14,794.54,credit,CUST_2391,New
TXN_202507_015009,2025-07-17,REG_05,STORE_015,EMP_021,PROD_024,2,65.28,0.0,130.56,card,CUST_2343,Regular
TXN_202507_015010,2025-07-15,REG_06,STORE_016,EMP_006,PROD_032,4,410.51,0.29,1165.85,card,CUST_4442,VIP
TXN_202507_015011,2025-07-01,REG_08,STORE_024,EMP_012,PROD_012,4,194.58,0.17,646.01,cash,CUST_2145,Premium
TXN_202507_015012,2025-07-09,REG_04,STORE_010,EMP_004,PROD_031,4,367.38,0.03,1425.43,mobile,CUST_9054,Premium
TXN_202507_015013,2025-07-24,REG_09,STORE_027,EMP_009,PROD_040,4,31.45,0.16,105.67,card,CUST_2168,Regular
TXN_202507_015014,2025-07-24,REG_04,STORE_011,EMP_016,PROD_046,3,174.38,0.13,455.13,mobile,CUST_7472,Regular
TXN_202507_015015,2025-07-19,REG_03,STORE_009,EMP_003,PROD_048,2,472.41,0.0,944.82,credit,CUST_4937,Premium
TXN_202507_015016,2025-07-12,REG_10,STORE_030,EMP_017,PROD_020,1,277.73,0.18,227.74,cash,CUST_2746,Premium
TXN_202507_015017,2025-07-25,REG_02,STORE_006,EMP_002,PROD_001,2,53.77,0.07,100.01,cash,CUST_1585,New
TXN_202507_015018,2025-07-22,REG_01,STORE_003,EMP_001,PROD_005,2,147.91,0.16,248.49,mobile,CUST_3444,VIP
TXN_202507_015019,2025-07-30,REG_08,STORE_024,EMP_023,PROD_024,4,26.71,0.19,86.54,card,CUST_7009,Regular
TXN_202507_015020,2025-07-13,REG_06,STORE_017,EMP_006,PROD_029,5,480.36,0.27,1753.31,mobile,CUST_5798,New
TXN_202507_015021,2025-07-11,REG_08,STORE_022,EMP_015,PROD_041,5,383.17,0.14,1647.63,cash,CUST_8711,Regular
TXN_202507_015022,2025-07-10,REG_08,STORE_022,EMP_008,PROD_041,4,146.13,0.11,520.22,mobile,CUST_8715,Premium
TXN_202507_015023,2025-07-10,REG_06,STORE_018,EMP_006,PROD_041,2,59.58,0.11,106.05,cash,CUST_9627,VIP
TXN_202507_015024,2025-07-11,REG_02,STORE_005,EMP_002,PROD_009,2,94.06,0.09,171.19,card,CUST_8884,Premium
TXN_202507_015025,2025-07-07,REG_04,STORE_011,EMP_004,PROD_021,5,190.89,0.03,925.82,credit,CUST_9923,Premium
TXN_202507_015026,2025-07-31,REG_02,STORE_006,EMP_002,PROD_009,3,382.5,0.03,1113.08,cash,CUST_8423,Regular
TXN_202507_015027,2025-07-09,REG_07,STORE_020,EMP_007,PROD_025,1,176.3,0.16,148.09,cash,CUST_2800,Premium
TXN_202507_015028,2025-07-07,REG_09,STORE_025,EMP_009,PROD_021,4,201.79,0.01,799.09,card,CUST_9197,Regular
TXN_202507_015029,2025-07-03,REG_08,STORE_022,EMP_012,PROD_023,4,150.1,0.07,558.37,mobile,CUST_6152,Premium
TXN_202507_015030,2025-07-12,REG_03,STORE_009,EMP_003,PROD_001,5,175.68,0.14,755.42,credit,CUST_8318,New
TXN_202507_015031,2025-07-27,REG_07,STORE_021,EMP_007,PROD_036,2,128.11,0.07,238.28,cash,CUST_8169,VIP
TXN_202507_015032,2025-07-31,REG_07,STORE_020,EMP_007,PROD_028,5,250.53,0.07,1164.96,credit,CUST_1556,Regular
TXN_202507_015033,2025-07-31,REG_05,STORE_015,EMP_005,PROD_007,2,343.97,0.08,632.9,credit,CUST_8217,Premium
