refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202507_0601,TXN_202507_015390,2025-07-07,REG_04,PROD_028,1,182.67,Customer request
REF_202507_0602,TXN_202507_015295,2025-07-29,REG_06,PROD_005,1,70.78,Wrong item
REF_202507_0603,TXN_202507_015408,2025-07-16,REG_05,PROD_024,1,356.39,Damaged in transit
REF_202507_0604,TXN_202507_015118,2025-07-19,REG_09,PROD_018,5,2411.6,Damaged in transit
REF_202507_0605,TXN_202507_015425,2025-07-23,REG_02,PROD_041,1,293.3,Customer request
REF_202507_0606,TXN_202507_015416,2025-07-23,REG_08,PROD_018,1,290.07,Damaged in transit
REF_202507_0607,TXN_202507_015176,2025-07-27,REG_04,PROD_043,1,91.84,Damaged in transit
REF_202507_0608,TXN_202507_015107,2025-08-07,REG_05,PROD_003,3,378.93,Damaged in transit
REF_202507_0609,TXN_202507_015040,2025-08-12,REG_08,PROD_034,1,362.08,Customer request
REF_202507_0610,TXN_202507_015202,2025-07-11,REG_07,PROD_036,3,215.13,Defective
REF_202507_0611,TXN_202507_015366,2025-07-28,REG_02,PROD_049,1,354.03,Not as described
REF_202507_0612,TXN_202507_015249,2025-07-29,REG_10,PROD_015,5,664.05,Damaged in transit
REF_202507_0613,TXN_202507_015096,2025-07-17,REG_06,PROD_019,2,249.68,Not as described
REF_202507_0614,TXN_202507_015296,2025-08-02,REG_02,PROD_035,2,38.92,Customer request
REF_202507_0615,TXN_202507_015370,2025-07-29,REG_04,PROD_048,1,158.33,Wrong item
REF_202507_0616,TXN_202507_015188,2025-07-11,REG_05,PROD_005,2,219.22,Defective
REF_202507_0617,TXN_202507_015006,2025-07-21,REG_01,PROD_043,1,470.04,Defective
REF_202507_0618,TXN_202507_015179,2025-07-22,REG_06,PROD_031,5,576.1,Damaged in transit
REF_202507_0619,TXN_202507_015320,2025-07-27,REG_07,PROD_032,1,184.25,Defective
REF_202507_0620,TXN_202507_014976,2025-07-27,REG_03,PROD_038,2,302.7,Defective
