product_id,category,sales_units,revenue,returns,stockouts,performance_score
PROD_001,Electronics,103,25189.36,0,0,25.19
PROD_002,Electronics,99,25038.39,1,0,15.04
PROD_003,Electronics,121,21342.46,0,0,21.34
PROD_004,Electronics,121,26197.8,5,0,-23.8
PROD_005,Electronics,95,19982.99,4,0,-20.02
PROD_006,Electronics,48,11523.47,4,0,-28.48
PROD_007,Electronics,89,19749.16,3,0,-10.25
PROD_008,Electronics,97,21554.99,4,0,-18.45
PROD_009,Electronics,103,18918.11,0,0,18.92
PROD_010,Electronics,68,19139.84,4,0,-20.86
PROD_011,Electronics,99,21367.15,2,0,1.37
PROD_012,Electronics,109,23386.75,5,0,-26.61
PROD_013,Clothing,84,15771.44,4,0,-24.23
PROD_014,Clothing,100,25205.55,2,0,5.21
PROD_015,Clothing,79,16963.69,1,0,6.96
PROD_016,Clothing,91,13994.45,0,0,13.99
PROD_017,Clothing,76,11079.28,0,0,11.08
PROD_018,Clothing,78,15438.09,2,0,-4.56
PROD_019,Clothing,62,11870.25,1,0,1.87
PROD_020,Clothing,64,14473.57,6,0,-45.53
PROD_021,Clothing,105,23066.62,1,0,13.07
PROD_022,Clothing,109,21510.08,3,0,-8.49
PROD_023,Clothing,94,16234.37,1,0,6.23
PROD_024,Clothing,59,12253.0,2,0,-7.75
PROD_025,Food,81,16996.81,6,0,-43.0
PROD_026,Food,52,11667.77,0,0,11.67
PROD_027,Food,58,11182.02,0,0,11.18
PROD_028,Food,119,26513.96,5,0,-23.49
PROD_029,Food,115,25330.75,8,0,-54.67
PROD_030,Food,77,17649.29,0,0,17.65
PROD_031,Food,109,26148.8,1,0,16.15
PROD_032,Food,124,26811.77,1,0,16.81
PROD_033,Food,88,20348.91,2,0,0.35
PROD_034,Food,113,24455.09,0,0,24.46
PROD_035,Food,100,26490.89,1,0,16.49
PROD_036,Food,110,23559.19,1,0,13.56
PROD_037,Home,74,15995.3,3,0,-14.0
PROD_038,Home,65,12630.49,0,0,12.63
PROD_039,Home,102,20681.36,2,0,0.68
PROD_040,Home,115,24741.03,7,0,-45.26
PROD_041,Home,92,17942.68,2,0,-2.06
PROD_042,Home,116,24267.46,2,0,4.27
PROD_043,Home,76,18331.23,7,0,-51.67
PROD_044,Home,66,15376.75,4,0,-24.62
PROD_045,Home,107,25673.12,7,0,-44.33
PROD_046,Home,76,18243.49,0,0,18.24
PROD_047,Home,74,16917.64,4,0,-23.08
PROD_048,Home,70,15328.86,1,0,5.33
PROD_049,Books,95,22494.48,0,0,22.49
PROD_050,Books,80,17899.4,0,0,17.9
