refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202301_0001,TXN_202301_000402,2023-01-29,REG_10,PROD_029,4,552.4,Customer request
REF_202301_0002,TXN_202301_000143,2023-01-14,REG_03,PROD_039,1,307.26,Wrong item
REF_202301_0003,TXN_202301_000260,2023-01-19,REG_05,PROD_038,3,577.5,Customer request
REF_202301_0004,TXN_202301_000437,2023-01-12,REG_08,PROD_003,2,304.16,Defective
REF_202301_0005,TXN_202301_000089,2023-01-21,REG_05,PROD_036,1,128.28,Wrong item
REF_202301_0006,TXN_202301_000373,2023-01-19,REG_10,PROD_028,3,407.46,Damaged in transit
REF_202301_0007,TXN_202301_000145,2023-01-29,REG_08,PROD_038,5,502.25,Not as described
REF_202301_0008,TXN_202301_000306,2023-01-11,REG_06,PROD_047,4,1612.48,Defective
REF_202301_0009,TXN_202301_000375,2023-02-04,REG_08,PROD_024,4,1004.36,Customer request
REF_202301_0010,TXN_202301_000233,2023-01-24,REG_05,PROD_009,1,213.66,Wrong item
REF_202301_0011,TXN_202301_000426,2023-01-23,REG_05,PROD_003,1,491.78,Defective
REF_202301_0012,TXN_202301_000285,2023-01-30,REG_03,PROD_044,1,287.36,Wrong item
REF_202301_0013,TXN_202301_000120,2023-01-28,REG_08,PROD_015,5,697.2,Defective
REF_202301_0014,TXN_202301_000378,2023-01-25,REG_07,PROD_016,1,424.05,Wrong item
REF_202301_0015,TXN_202301_000173,2023-02-03,REG_02,PROD_007,1,309.07,Customer request
REF_202301_0016,TXN_202301_000238,2023-02-04,REG_03,PROD_016,3,905.85,Wrong item
REF_202301_0017,TXN_202301_000314,2023-01-19,REG_06,PROD_038,2,837.58,Not as described
REF_202301_0018,TXN_202301_000303,2023-01-30,REG_01,PROD_017,1,383.23,Not as described
REF_202301_0019,TXN_202301_000433,2023-01-26,REG_09,PROD_043,2,183.68,Customer request
REF_202301_0020,TXN_202301_000310,2023-01-21,REG_09,PROD_010,3,661.89,Customer request
