refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202510_0661,TXN_202510_016488,2025-10-10,REG_09,PROD_032,1,274.85,Not as described
REF_202510_0662,TXN_202510_016647,2025-10-30,REG_03,PROD_045,2,338.66,Damaged in transit
REF_202510_0663,TXN_202510_016886,2025-10-25,REG_09,PROD_002,1,450.81,Defective
REF_202510_0664,TXN_202510_016542,2025-10-22,REG_09,PROD_045,3,1228.5,Wrong item
REF_202510_0665,TXN_202510_016479,2025-11-04,REG_09,PROD_004,3,851.73,Wrong item
REF_202510_0666,TXN_202510_016603,2025-10-25,REG_03,PROD_029,2,804.82,Not as described
REF_202510_0667,TXN_202510_016465,2025-10-28,REG_05,PROD_043,4,1986.0,Defective
REF_202510_0668,TXN_202510_016847,2025-10-10,REG_03,PROD_048,1,223.27,Customer request
REF_202510_0669,TXN_202510_016885,2025-11-01,REG_08,PROD_033,2,945.26,Damaged in transit
REF_202510_0670,TXN_202510_016792,2025-10-26,REG_03,PROD_013,4,1574.56,Defective
REF_202510_0671,TXN_202510_016838,2025-10-19,REG_05,PROD_012,2,331.32,Not as described
REF_202510_0672,TXN_202510_016819,2025-10-15,REG_04,PROD_040,1,470.96,Defective
REF_202510_0673,TXN_202510_016861,2025-10-13,REG_09,PROD_044,4,1567.28,Damaged in transit
REF_202510_0674,TXN_202510_016491,2025-10-27,REG_04,PROD_022,1,376.0,Defective
REF_202510_0675,TXN_202510_016686,2025-11-01,REG_04,PROD_024,1,175.56,Customer request
REF_202510_0676,TXN_202510_016736,2025-11-04,REG_09,PROD_047,4,1669.52,Customer request
REF_202510_0677,TXN_202510_016860,2025-10-23,REG_09,PROD_025,2,964.66,Damaged in transit
REF_202510_0678,TXN_202510_016499,2025-10-29,REG_06,PROD_040,3,980.79,Customer request
REF_202510_0679,TXN_202510_016877,2025-10-16,REG_07,PROD_007,3,1158.09,Wrong item
REF_202510_0680,TXN_202510_016919,2025-10-31,REG_09,PROD_028,2,211.0,Not as described
