refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202303_0041,TXN_202303_001119,2023-03-15,REG_06,PROD_048,2,329.92,Defective
REF_202303_0042,TXN_202303_001221,2023-03-16,REG_08,PROD_006,1,494.04,Not as described
REF_202303_0043,TXN_202303_001097,2023-03-20,REG_05,PROD_011,3,314.37,Not as described
REF_202303_0044,TXN_202303_001349,2023-04-13,REG_05,PROD_049,4,1871.76,Defective
REF_202303_0045,TXN_202303_001433,2023-03-26,REG_03,PROD_046,1,438.8,Wrong item
REF_202303_0046,TXN_202303_001273,2023-03-24,REG_08,PROD_041,5,1835.25,Not as described
REF_202303_0047,TXN_202303_001393,2023-03-30,REG_01,PROD_013,2,161.88,Damaged in transit
REF_202303_0048,TXN_202303_001033,2023-03-26,REG_07,PROD_037,2,740.04,Wrong item
REF_202303_0049,TXN_202303_001001,2023-03-23,REG_06,PROD_046,3,639.24,Damaged in transit
REF_202303_0050,TXN_202303_001061,2023-03-31,REG_09,PROD_006,4,1810.64,Damaged in transit
REF_202303_0051,TXN_202303_001340,2023-03-27,REG_01,PROD_039,5,344.3,Wrong item
REF_202303_0052,TXN_202303_001210,2023-03-31,REG_08,PROD_002,3,597.66,Customer request
REF_202303_0053,TXN_202303_001269,2023-03-27,REG_04,PROD_020,1,107.63,Not as described
REF_202303_0054,TXN_202303_001194,2023-03-30,REG_02,PROD_049,4,1624.08,Customer request
REF_202303_0055,TXN_202303_001186,2023-04-09,REG_05,PROD_036,1,297.35,Customer request
REF_202303_0056,TXN_202303_001235,2023-03-29,REG_10,PROD_028,2,577.02,Damaged in transit
REF_202303_0057,TXN_202303_001072,2023-04-08,REG_05,PROD_028,5,1837.3,Defective
REF_202303_0058,TXN_202303_001374,2023-03-11,REG_10,PROD_013,5,878.4,Wrong item
REF_202303_0059,TXN_202303_001391,2023-03-10,REG_04,PROD_037,1,366.72,Customer request
REF_202303_0060,TXN_202303_001351,2023-03-21,REG_05,PROD_034,4,1506.2,Defective
