refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202402_0261,TXN_202402_006912,2024-02-24,REG_03,PROD_015,2,295.24,Not as described
REF_202402_0262,TXN_202402_006822,2024-02-19,REG_08,PROD_005,1,426.53,Defective
REF_202402_0263,TXN_202402_006594,2024-03-01,REG_05,PROD_044,4,1147.08,Damaged in transit
REF_202402_0264,TXN_202402_006662,2024-03-02,REG_08,PROD_035,2,450.72,Damaged in transit
REF_202402_0265,TXN_202402_006882,2024-02-12,REG_04,PROD_049,2,781.44,Defective
REF_202402_0266,TXN_202402_006664,2024-02-25,REG_09,PROD_043,4,104.76,Customer request
REF_202402_0267,TXN_202402_006707,2024-02-17,REG_08,PROD_001,1,252.75,Customer request
REF_202402_0268,TXN_202402_006704,2024-02-07,REG_07,PROD_023,1,267.59,Customer request
REF_202402_0269,TXN_202402_006821,2024-02-17,REG_07,PROD_049,2,760.0,Damaged in transit
REF_202402_0270,TXN_202402_006933,2024-02-27,REG_03,PROD_027,4,1261.92,Damaged in transit
REF_202402_0271,TXN_202402_006650,2024-02-24,REG_08,PROD_005,3,1452.27,Defective
REF_202402_0272,TXN_202402_006902,2024-02-15,REG_07,PROD_015,2,420.24,Defective
REF_202402_0273,TXN_202402_006782,2024-02-20,REG_02,PROD_014,1,91.4,Wrong item
REF_202402_0274,TXN_202402_006680,2024-02-17,REG_10,PROD_049,5,1017.35,Wrong item
REF_202402_0275,TXN_202402_006936,2024-02-21,REG_01,PROD_043,1,145.24,Not as described
REF_202402_0276,TXN_202402_006692,2024-02-16,REG_06,PROD_021,5,421.2,Damaged in transit
REF_202402_0277,TXN_202402_006645,2024-02-16,REG_01,PROD_006,2,414.56,Wrong item
REF_202402_0278,TXN_202402_006667,2024-03-11,REG_08,PROD_011,2,848.26,Damaged in transit
REF_202402_0279,TXN_202402_006887,2024-02-27,REG_05,PROD_044,1,55.66,Not as described
REF_202402_0280,TXN_202402_006653,2024-03-06,REG_06,PROD_046,3,643.2,Wrong item
