transaction_id,date,region,store_id,employee_id,product_id,units,unit_price,discount,revenue,payment,customer_id,customer_segment
TXN_202505_013962,2025-05-22,REG_05,STORE_013,EMP_021,PROD_050,4,279.16,0.21,882.15,card,CUST_4683,Regular
TXN_202505_013963,2025-05-10,REG_03,STORE_007,EMP_003,PROD_006,2,227.05,0.11,404.15,credit,CUST_7963,Regular
TXN_202505_013964,2025-05-01,REG_10,STORE_030,EMP_028,PROD_017,3,328.83,0.3,690.54,card,CUST_6600,Premium
TXN_202505_013965,2025-05-30,REG_02,STORE_005,EMP_002,PROD_014,1,214.45,0.05,203.73,cash,CUST_1242,VIP
TXN_202505_013966,2025-05-10,REG_04,STORE_012,EMP_029,PROD_035,2,398.2,0.16,668.98,cash,CUST_4893,VIP
TXN_202505_013967,2025-05-05,REG_09,STORE_027,EMP_022,PROD_011,1,56.46,0.15,47.99,credit,CUST_3040,Regular
TXN_202505_013968,2025-05-18,REG_09,STORE_025,EMP_027,PROD_010,4,366.11,0.18,1200.84,mobile,CUST_3914,New
TXN_202505_013969,2025-05-08,REG_06,STORE_016,EMP_006,PROD_003,1,84.34,0.27,61.57,mobile,CUST_1733,New
TXN_202505_013970,2025-05-27,REG_10,STORE_028,EMP_013,PROD_019,2,214.37,0.19,347.28,credit,CUST_5757,VIP
TXN_202505_013971,2025-05-27,REG_09,STORE_026,EMP_027,PROD_020,5,364.85,0.03,1769.52,mobile,CUST_3857,Regular
TXN_202505_013972,2025-05-30,REG_05,STORE_014,EMP_005,PROD_002,1,34.9,0.07,32.46,mobile,CUST_3055,Premium
TXN_202505_013973,2025-05-06,REG_02,STORE_005,EMP_002,PROD_026,5,263.19,0.3,921.16,cash,CUST_1238,VIP
TXN_202505_013974,2025-05-13,REG_10,STORE_028,EMP_020,PROD_046,4,56.88,0.01,225.24,credit,CUST_8546,Premium
TXN_202505_013975,2025-05-03,REG_03,STORE_008,EMP_003,PROD_004,5,354.8,0.24,1348.24,mobile,CUST_6697,Regular
TXN_202505_013976,2025-05-12,REG_02,STORE_004,EMP_002,PROD_031,1,463.24,0.28,333.53,card,CUST_1131,New
TXN_202505_013977,2025-05-31,REG_09,STORE_025,EMP_027,PROD_032,2,397.85,0.11,708.17,credit,CUST_3484,Regular
TXN_202505_013978,2025-05-30,REG_04,STORE_010,EMP_016,PROD_016,5,388.4,0.16,1631.28,credit,CUST_9123,Regular
TXN_202505_013979,2025-05-11,REG_02,STORE_006,EMP_002,PROD_021,3,12.5,0.15,31.88,mobile,CUST_9843,New
TXN_202505_013980,2025-05-09,REG_08,STORE_022,EMP_015,PROD_012,1,110.24,0.27,80.48,cash,CUST_6994,New
TXN_202505_013981,2025-05-15,REG_02,STORE_006,EMP_002,PROD_038,1,77.46,0.09,70.49,credit,CUST_9551,New
TXN_202505_013982,2025-05-21,REG_06,STORE_018,EMP_006,PROD_019,1,271.46,0.1,244.31,mobile,CUST_1933,Regular
TXN_202505_013983,2025-05-07,REG_10,STORE_029,EMP_013,PROD_003,5,140.4,0.26,519.48,cash,CUST_1357,Premium
TXN_202505_013984,2025-05-22,REG_03,STORE_008,EMP_003,PROD_041,4,34.62,0.23,106.63,credit,CUST_8203,New
TXN_202505_013985,2025-05-07,REG_08,STORE_023,EMP_008,PROD_033,4,402.31,0.16,1351.76,card,CUST_5309,New
TXN_202505_013986,2025-05-19,REG_08,STORE_024,EMP_023,PROD_002,4,467.73,0.21,1478.03,card,CUST_3831,New
TXN_202505_013987,2025-05-14,REG_06,STORE_018,EMP_006,PROD_002,2,486.25,0.13,846.08,mobile,CUST_4279,Regular
TXN_202505_013988,2025-05-16,REG_04,STORE_011,EMP_029,PROD_038,3,89.12,0.24,203.19,cash,CUST_9283,VIP
TXN_202505_013989,2025-05-14,REG_05,STORE_014,EMP_021,PROD_026,4,240.51,0.15,817.73,card,CUST_6869,Regular
TXN_202505_013990,2025-05-17,REG_10,STORE_028,EMP_010,PROD_005,5,363.02,0.04,1742.5,mobile,CUST_4922,New
TXN_202505_013991,2025-05-08,REG_09,STORE_027,EMP_027,PROD_031,3,430.37,0.04,1239.47,cash,CUST_4926,New
TXN_202505_013992,2025-05-03,REG_04,STORE_010,EMP_026,PROD_021,5,414.39,0.23,1595.4,mobile,CUST_5372,Regular
TXN_202505_013993,2025-05-22,REG_07,STORE_020,EMP_007,PROD_049,1,386.64,0.23,297.71,credit,CUST_2388,Premium
TXN_202505_013994,2025-05-12,REG_03,STORE_008,EMP_003,PROD_050,2,434.58,0.3,608.41,cash,CUST_2621,New
TXN_202505_013995,2025-05-20,REG_06,STORE_018,EMP_006,PROD_015,4,97.73,0.09,355.74,mobile,CUST_7203,New
TXN_202505_013996,2025-05-05,REG_07,STORE_020,EMP_007,PROD_001,3,331.84,0.12,876.06,mobile,CUST_2672,VIP
TXN_202505_013997,2025-05-22,REG_05,STORE_015,EMP_005,PROD_044,5,192.93,0.26,713.84,mobile,CUST_6595,New
TXN_202505_013998,2025-05-03,REG_06,STORE_017,EMP_006,PROD_034,5,366.9,0.08,1687.74,credit,CUST_4295,Regular
TXN_202505_013999,2025-05-21,REG_07,STORE_020,EMP_007,PROD_007,3,217.91,0.26,483.76,credit,CUST_6413,VIP
TXN_202505_014000,2025-05-29,REG_10,STORE_028,EMP_010,PROD_036,5,419.7,0.21,1657.82,mobile,CUST_5638,Regular
TXN_202505_014001,2025-05-21,REG_04,STORE_010,EMP_026,PROD_003,5,440.12,0.27,1606.44,credit,CUST_7231,Regular
TXN_202505_014002,2025-05-16,REG_10,STORE_028,EMP_013,PROD_002,5,375.41,0.0,1877.05,cash,CUST_9935,Premium
TXN_202505_014003,2025-05-17,REG_04,STORE_011,EMP_030,PROD_007,3,31.31,0.21,74.2,cash,CUST_9353,Premium
TXN_202505_014004,2025-05-15,REG_02,STORE_006,EMP_002,PROD_039,2,38.67,0.13,67.29,mobile,CUST_6741,Regular
TXN_202505_014005,2025-05-15,REG_05,STORE_015,EMP_021,PROD_037,1,235.55,0.26,174.31,cash,CUST_9282,Premium
TXN_202505_014006,2025-05-03,REG_06,STORE_016,EMP_006,PROD_049,1,22.54,0.08,20.74,card,CUST_1742,Premium
TXN_202505_014007,2025-05-18,REG_07,STORE_021,EMP_007,PROD_040,2,249.78,0.21,394.65,mobile,CUST_1073,VIP
TXN_202505_014008,2025-05-11,REG_05,STORE_013,EMP_005,PROD_013,1,253.63,0.3,177.54,card,CUST_7156,VIP
TXN_202505_014009,2025-05-29,REG_09,STORE_026,EMP_025,PROD_046,1,118.13,0.12,103.95,mobile,CUST_5911,Regular
TXN_202505_014010,2025-05-26,REG_03,STORE_009,EMP_014,PROD_028,1,113.45,0.13,98.7,mobile,CUST_8730,Regular
TXN_202505_014011,2025-05-30,REG_03,STORE_007,EMP_003,PROD_029,5,88.46,0.29,314.03,card,CUST_1368,VIP
TXN_202505_014012,2025-05-18,REG_03,STORE_009,EMP_003,PROD_023,1,139.61,0.08,128.44,credit,CUST_2478,VIP
TXN_202505_014013,2025-05-31,REG_01,STORE_002,EMP_011,PROD_049,3,487.61,0.17,1214.15,credit,CUST_6284,Premium
TXN_202505_014014,2025-05-12,REG_02,STORE_006,EMP_002,PROD_014,1,350.73,0.27,256.03,cash,CUST_1839,VIP
TXN_202505_014015,2025-05-12,REG_02,STORE_005,EMP_002,PROD_007,5,366.04,0.09,1665.48,card,CUST_3811,New
TXN_202505_014016,2025-05-14,REG_06,STORE_018,EMP_006,PROD_015,4,158.44,0.23,488.0,mobile,CUST_2966,Premium
TXN_202505_014017,2025-05-13,REG_08,STORE_023,EMP_023,PROD_016,3,467.37,0.27,1023.54,card,CUST_4888,New
TXN_202505_014018,2025-05-31,REG_05,STORE_013,EMP_005,PROD_012,4,253.91,0.22,792.2,card,CUST_7237,New
TXN_202505_014019,2025-05-31,REG_04,STORE_010,EMP_024,PROD_046,4,312.2,0.22,974.06,mobile,CUST_1961,New
TXN_202505_014020,2025-05-24,REG_05,STORE_013,EMP_021,PROD_028,3,390.17,0.2,936.41,mobile,CUST_8305,Regular
TXN_202505_014021,2025-05-22,REG_07,STORE_020,EMP_007,PROD_015,3,150.9,0.19,366.69,card,CUST_7355,Regular
TXN_202505_014022,2025-05-07,REG_08,STORE_024,EMP_012,PROD_026,1,447.15,0.11,397.96,mobile,CUST_6917,Regular
TXN_202505_014023,2025-05-17,REG_05,STORE_013,EMP_021,PROD_018,2,478.6,0.06,899.77,cash,CUST_6465,Premium
TXN_202505_014024,2025-05-22,REG_01,STORE_003,EMP_018,PROD_049,5,444.13,0.22,1732.11,cash,CUST_2911,VIP
TXN_202505_014025,2025-05-04,REG_04,STORE_011,EMP_004,PROD_049,2,341.68,0.18,560.36,mobile,CUST_9962,New
TXN_202505_014026,2025-05-01,REG_05,STORE_015,EMP_005,PROD_025,4,204.84,0.14,704.65,card,CUST_8489,Premium
TXN_202505_014027,2025-05-24,REG_05,STORE_015,EMP_021,PROD_050,2,126.58,0.19,205.06,cash,CUST_4414,VIP
TXN_202505_014028,2025-05-02,REG_03,STORE_007,EMP_003,PROD_042,1,271.56,0.2,217.25,mobile,CUST_8705,Regular
TXN_202505_014029,2025-05-29,REG_06,STORE_017,EMP_006,PROD_046,4,456.32,0.3,1277.7,credit,CUST_1622,Premium
TXN_202505_014030,2025-05-21,REG_01,STORE_002,EMP_011,PROD_009,4,306.88,0.02,1202.97,mobile,CUST_6009,Premium
TXN_202505_014031,2025-05-20,REG_09,STORE_025,EMP_027,PROD_013,2,308.25,0.13,536.36,card,CUST_6220,Premium
TXN_202505_014032,2025-05-07,REG_08,STORE_024,EMP_023,PROD_042,4,257.99,0.02,1011.32,card,CUST_7771,Premium
TXN_202505_014033,2025-05-03,REG_05,STORE_014,EMP_005,PROD_009,2,191.48,0.23,294.88,credit,CUST_6624,New
TXN_202505_014034,2025-05-25,REG_08,STORE_024,EMP_023,PROD_013,2,141.86,0.04,272.37,cash,CUST_1199,New
TXN_202505_014035,2025-05-20,REG_01,STORE_001,EMP_019,PROD_010,2,397.81,0.12,700.15,card,CUST_4220,New
TXN_202505_014036,2025-05-07,REG_02,STORE_004,EMP_002,PROD_044,2,487.68,0.26,721.77,cash,CUST_6762,Premium
TXN_202505_014037,2025-05-28,REG_03,STORE_007,EMP_014,PROD_044,2,13.93,0.03,27.02,card,CUST_6287,Regular
TXN_202505_014038,2025-05-03,REG_01,STORE_002,EMP_019,PROD_028,3,174.57,0.15,445.15,mobile,CUST_1552,Premium
TXN_202505_014039,2025-05-02,REG_08,STORE_024,EMP_023,PROD_043,3,88.1,0.28,190.3,card,CUST_3338,Premium
TXN_202505_014040,2025-05-09,REG_04,STORE_010,EMP_016,PROD_023,4,288.58,0.15,981.17,card,CUST_8679,New
TXN_202505_014041,2025-05-16,REG_03,STORE_008,EMP_014,PROD_024,2,439.07,0.06,825.45,credit,CUST_1460,VIP
TXN_202505_014042,2025-05-30,REG_08,STORE_022,EMP_015,PROD_008,4,483.63,0.02,1895.83,credit,CUST_2551,VIP
TXN_202505_014043,2025-05-08,REG_02,STORE_004,EMP_002,PROD_023,4,34.87,0.18,114.37,credit,CUST_8828,VIP
TXN_202505_014044,2025-05-08,REG_01,STORE_003,EMP_018,PROD_024,5,115.16,0.03,558.53,card,CUST_1172,Regular
TXN_202505_014045,2025-05-21,REG_09,STORE_027,EMP_009,PROD_001,5,388.13,0.22,1513.71,card,CUST_3395,Premium
TXN_202505_014046,2025-05-28,REG_06,STORE_017,EMP_006,PROD_036,3,270.66,0.12,714.54,mobile,CUST_5489,New
TXN_202505_014047,2025-05-11,REG_10,STORE_029,EMP_020,PROD_049,2,69.08,0.29,98.09,mobile,CUST_4526,Regular
TXN_202505_014048,2025-05-07,REG_06,STORE_018,EMP_006,PROD_012,5,270.69,0.29,960.95,cash,CUST_4520,Regular
TXN_202505_014049,2025-05-31,REG_06,STORE_017,EMP_006,PROD_025,4,486.27,0.06,1828.38,card,CUST_7268,Regular
TXN_202505_014050,2025-05-15,REG_07,STORE_020,EMP_007,PROD_024,4,230.29,0.19,746.14,cash,CUST_8822,Regular
TXN_202505_014051,2025-05-04,REG_02,STORE_005,EMP_002,PROD_045,3,302.14,0.07,842.97,mobile,CUST_8077,Premium
TXN_202505_014052,2025-05-06,REG_05,STORE_013,EMP_005,PROD_028,5,448.49,0.06,2107.9,credit,CUST_8123,VIP
TXN_202505_014053,2025-05-19,REG_05,STORE_015,EMP_005,PROD_010,1,462.37,0.13,402.26,credit,CUST_8648,Regular
TXN_202505_014054,2025-05-13,REG_10,STORE_029,EMP_013,PROD_049,5,66.13,0.25,247.99,mobile,CUST_1536,New
TXN_202505_014055,2025-05-30,REG_05,STORE_015,EMP_005,PROD_032,3,70.81,0.29,150.83,card,CUST_6098,Premium
TXN_202505_014056,2025-05-15,REG_05,STORE_013,EMP_021,PROD_044,2,149.06,0.2,238.5,cash,CUST_4630,Premium
TXN_202505_014057,2025-05-19,REG_02,STORE_006,EMP_002,PROD_002,4,243.01,0.01,962.32,credit,CUST_2985,Premium
TXN_202505_014058,2025-05-15,REG_09,STORE_025,EMP_022,PROD_046,5,47.01,0.27,171.59,card,CUST_1638,Regular
TXN_202505_014059,2025-05-27,REG_03,STORE_008,EMP_003,PROD_002,1,118.18,0.18,96.91,credit,CUST_3498,Premium
TXN_202505_014060,2025-05-04,REG_04,STORE_012,EMP_029,PROD_012,2,465.61,0.14,800.85,mobile,CUST_5947,New
TXN_202505_014061,2025-05-01,REG_03,STORE_009,EMP_003,PROD_017,1,111.46,0.28,80.25,mobile,CUST_4530,Regular
TXN_202505_014062,2025-05-05,REG_07,STORE_019,EMP_007,PROD_036,1,256.97,0.18,210.72,cash,CUST_5331,Regular
TXN_202505_014063,2025-05-26,REG_03,STORE_009,EMP_003,PROD_001,4,416.94,0.23,1284.18,mobile,CUST_5697,Regular
TXN_202505_014064,2025-05-03,REG_02,STORE_004,EMP_002,PROD_025,3,114.59,0.21,271.58,cash,CUST_4458,VIP
TXN_202505_014065,2025-05-11,REG_06,STORE_018,EMP_006,PROD_049,3,33.37,0.27,73.08,cash,CUST_6701,Premium
TXN_202505_014066,2025-05-02,REG_09,STORE_027,EMP_022,PROD_012,4,402.98,0.16,1354.01,mobile,CUST_5213,VIP
TXN_202505_014067,2025-05-21,REG_05,STORE_013,EMP_021,PROD_026,3,422.25,0.3,886.72,mobile,CUST_9869,Regular
TXN_202505_014068,2025-05-11,REG_02,STORE_006,EMP_002,PROD_023,2,106.76,0.09,194.3,cash,CUST_1766,VIP
TXN_202505_014069,2025-05-17,REG_07,STORE_019,EMP_007,PROD_038,1,404.41,0.07,376.1,cash,CUST_4139,VIP
TXN_202505_014070,2025-05-09,REG_05,STORE_013,EMP_021,PROD_012,3,190.72,0.01,566.44,card,CUST_4361,Regular
TXN_202505_014071,2025-05-17,REG_09,STORE_025,EMP_025,PROD_050,1,270.69,0.13,235.5,cash,CUST_6555,VIP
TXN_202505_014072,2025-05-17,REG_07,STORE_019,EMP_007,PROD_011,2,122.6,0.14,210.87,card,CUST_4123,New
TXN_202505_014073,2025-05-08,REG_08,STORE_022,EMP_023,PROD_024,2,432.05,0.14,743.13,cash,CUST_3848,Premium
TXN_202505_014074,2025-05-29,REG_05,STORE_014,EMP_005,PROD_024,4,250.32,0.07,931.19,mobile,CUST_8738,New
TXN_202505_014075,2025-05-30,REG_04,STORE_010,EMP_024,PROD_010,5,63.87,0.12,281.03,card,CUST_4369,VIP
TXN_202505_014076,2025-05-04,REG_05,STORE_015,EMP_021,PROD_014,3,469.26,0.27,1027.68,credit,CUST_5258,New
TXN_202505_014077,2025-05-29,REG_03,STORE_009,EMP_014,PROD_032,2,377.24,0.0,754.48,mobile,CUST_5102,New
TXN_202505_014078,2025-05-25,REG_03,STORE_009,EMP_003,PROD_043,1,349.34,0.22,272.49,cash,CUST_3875,Premium
TXN_202505_014079,2025-05-01,REG_10,STORE_030,EMP_013,PROD_042,1,58.13,0.06,54.64,card,CUST_9339,Regular
TXN_202505_014080,2025-05-14,REG_01,STORE_003,EMP_011,PROD_049,3,300.72,0.09,820.97,card,CUST_9998,New
TXN_202505_014081,2025-05-11,REG_04,STORE_011,EMP_024,PROD_040,1,322.5,0.11,287.02,credit,CUST_2995,New
TXN_202505_014082,2025-05-26,REG_02,STORE_004,EMP_002,PROD_042,5,355.45,0.2,1421.8,card,CUST_6717,VIP
TXN_202505_014083,2025-05-31,REG_05,STORE_013,EMP_021,PROD_009,5,78.1,0.07,363.16,cash,CUST_9766,VIP
TXN_202505_014084,2025-05-19,REG_04,STORE_011,EMP_016,PROD_002,5,175.39,0.24,666.48,mobile,CUST_3544,VIP
TXN_202505_014085,2025-05-30,REG_07,STORE_020,EMP_007,PROD_025,3,170.17,0.24,387.99,credit,CUST_8136,Premium
TXN_202505_014086,2025-05-17,REG_06,STORE_016,EMP_006,PROD_024,4,205.97,0.04,790.92,card,CUST_1255,VIP
TXN_202505_014087,2025-05-29,REG_01,STORE_002,EMP_019,PROD_012,1,356.63,0.15,303.14,card,CUST_7401,Premium
TXN_202505_014088,2025-05-23,REG_05,STORE_013,EMP_021,PROD_016,2,103.59,0.01,205.11,credit,CUST_4757,New
TXN_202505_014089,2025-05-11,REG_03,STORE_009,EMP_014,PROD_030,5,442.13,0.06,2078.01,card,CUST_1511,VIP
TXN_202505_014090,2025-05-05,REG_05,STORE_014,EMP_021,PROD_032,5,363.89,0.1,1637.5,cash,CUST_6980,Premium
TXN_202505_014091,2025-05-28,REG_06,STORE_018,EMP_006,PROD_017,4,293.56,0.11,1045.07,credit,CUST_1346,VIP
TXN_202505_014092,2025-05-05,REG_06,STORE_018,EMP_006,PROD_036,3,480.56,0.15,1225.43,card,CUST_1379,Regular
TXN_202505_014093,2025-05-07,REG_01,STORE_002,EMP_018,PROD_030,2,81.1,0.15,137.87,card,CUST_1359,Regular
TXN_202505_014094,2025-05-30,REG_03,STORE_009,EMP_014,PROD_033,5,437.96,0.15,1861.33,mobile,CUST_7322,Regular
TXN_202505_014095,2025-05-20,REG_07,STORE_019,EMP_007,PROD_031,1,358.72,0.22,279.8,cash,CUST_5863,VIP
TXN_202505_014096,2025-05-01,REG_04,STORE_011,EMP_024,PROD_008,2,76.13,0.17,126.38,mobile,CUST_7605,Premium
TXN_202505_014097,2025-05-02,REG_01,STORE_002,EMP_001,PROD_001,2,251.27,0.11,447.26,cash,CUST_2066,Premium
