product_id,region,warehouse_id,start_stock,end_stock,stock_losses,stock_replenished
PROD_001,REG_01,WH_001,208,258,3,53
PROD_001,REG_01,WH_002,479,525,6,52
PROD_001,REG_02,WH_003,139,186,10,57
PROD_001,REG_02,WH_004,116,158,7,49
PROD_001,REG_03,WH_005,133,168,3,38
PROD_001,REG_03,WH_006,72,150,3,81
PROD_001,REG_04,WH_007,71,94,6,29
PROD_001,REG_04,WH_008,436,486,5,55
PROD_001,REG_05,WH_009,56,79,1,24
PROD_001,REG_05,WH_010,329,389,7,67
PROD_001,REG_06,WH_011,73,118,7,52
PROD_001,REG_06,WH_012,487,552,3,68
PROD_001,REG_07,WH_013,96,180,1,85
PROD_001,REG_07,WH_014,290,311,5,26
PROD_001,REG_08,WH_015,89,162,0,73
PROD_001,REG_08,WH_016,251,266,10,25
PROD_001,REG_09,WH_017,488,560,5,77
PROD_001,REG_09,WH_018,374,430,6,62
PROD_001,REG_10,WH_019,218,302,5,89
PROD_001,REG_10,WH_020,180,272,0,92
PROD_002,REG_01,WH_001,146,214,5,73
PROD_002,REG_01,WH_002,477,563,10,96
PROD_002,REG_02,WH_003,115,185,1,71
PROD_002,REG_02,WH_004,413,485,4,76
PROD_002,REG_03,WH_005,79,115,3,39
PROD_002,REG_03,WH_006,201,275,7,81
PROD_002,REG_04,WH_007,423,440,6,23
PROD_002,REG_04,WH_008,330,353,3,26
PROD_002,REG_05,WH_009,51,97,9,55
PROD_002,REG_05,WH_010,232,310,7,85
PROD_002,REG_06,WH_011,363,445,8,90
PROD_002,REG_06,WH_012,384,466,5,87
PROD_002,REG_07,WH_013,162,191,1,30
PROD_002,REG_07,WH_014,152,167,7,22
PROD_002,REG_08,WH_015,422,492,9,79
PROD_002,REG_08,WH_016,52,118,5,71
PROD_002,REG_09,WH_017,148,175,7,34
PROD_002,REG_09,WH_018,90,148,4,62
PROD_002,REG_10,WH_019,59,136,2,79
PROD_002,REG_10,WH_020,262,314,4,56
PROD_003,REG_01,WH_001,472,510,6,44
PROD_003,REG_01,WH_002,83,113,0,30
PROD_003,REG_02,WH_003,252,300,2,50
PROD_003,REG_02,WH_004,406,433,2,29
PROD_003,REG_03,WH_005,333,399,6,72
PROD_003,REG_03,WH_006,256,327,3,74
PROD_003,REG_04,WH_007,83,121,10,48
PROD_003,REG_04,WH_008,266,291,7,32
PROD_003,REG_05,WH_009,491,522,7,38
PROD_003,REG_05,WH_010,200,287,4,91
PROD_003,REG_06,WH_011,156,209,0,53
PROD_003,REG_06,WH_012,454,503,5,54
PROD_003,REG_07,WH_013,459,518,7,66
PROD_003,REG_07,WH_014,430,512,8,90
PROD_003,REG_08,WH_015,235,254,3,22
PROD_003,REG_08,WH_016,101,127,6,32
PROD_003,REG_09,WH_017,389,456,2,69
PROD_003,REG_09,WH_018,233,310,8,85
PROD_003,REG_10,WH_019,165,228,10,73
PROD_003,REG_10,WH_020,326,416,9,99
PROD_004,REG_01,WH_001,433,512,10,89
PROD_004,REG_01,WH_002,134,231,1,98
PROD_004,REG_02,WH_003,146,234,9,97
PROD_004,REG_02,WH_004,165,240,3,78
PROD_004,REG_03,WH_005,435,496,2,63
PROD_004,REG_03,WH_006,102,194,5,97
PROD_004,REG_04,WH_007,421,501,1,81
PROD_004,REG_04,WH_008,203,286,9,92
PROD_004,REG_05,WH_009,287,327,1,41
PROD_004,REG_05,WH_010,470,514,2,46
PROD_004,REG_06,WH_011,215,268,5,58
PROD_004,REG_06,WH_012,150,169,8,27
PROD_004,REG_07,WH_013,498,544,2,48
PROD_004,REG_07,WH_014,174,193,4,23
