refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202302_0021,TXN_202302_000937,2023-02-19,REG_01,PROD_037,2,738.32,Defective
REF_202302_0022,TXN_202302_000585,2023-02-07,REG_10,PROD_018,2,637.68,Defective
REF_202302_0023,TXN_202302_000745,2023-02-15,REG_04,PROD_026,2,86.3,Customer request
REF_202302_0024,TXN_202302_000517,2023-02-19,REG_07,PROD_037,1,200.0,Not as described
REF_202302_0025,TXN_202302_000526,2023-02-23,REG_07,PROD_046,1,365.11,Wrong item
REF_202302_0026,TXN_202302_000722,2023-02-25,REG_01,PROD_007,1,462.03,Customer request
REF_202302_0027,TXN_202302_000934,2023-02-10,REG_01,PROD_042,1,183.76,Not as described
REF_202302_0028,TXN_202302_000525,2023-02-23,REG_02,PROD_011,1,439.28,Customer request
REF_202302_0029,TXN_202302_000645,2023-02-20,REG_01,PROD_011,1,378.89,Not as described
REF_202302_0030,TXN_202302_000687,2023-03-03,REG_02,PROD_013,3,1141.89,Not as described
REF_202302_0031,TXN_202302_000832,2023-02-06,REG_02,PROD_006,1,437.5,Not as described
REF_202302_0032,TXN_202302_000817,2023-02-28,REG_01,PROD_002,3,153.96,Customer request
REF_202302_0033,TXN_202302_000993,2023-03-02,REG_09,PROD_013,1,449.9,Customer request
REF_202302_0034,TXN_202302_000706,2023-02-24,REG_03,PROD_006,2,259.6,Customer request
REF_202302_0035,TXN_202302_000777,2023-02-19,REG_09,PROD_025,3,49.08,Wrong item
REF_202302_0036,TXN_202302_000613,2023-02-28,REG_01,PROD_049,1,194.0,Customer request
REF_202302_0037,TXN_202302_000784,2023-02-18,REG_10,PROD_044,1,146.92,Defective
REF_202302_0038,TXN_202302_000996,2023-02-24,REG_04,PROD_008,1,437.75,Customer request
REF_202302_0039,TXN_202302_000575,2023-02-21,REG_04,PROD_041,3,1117.2,Wrong item
REF_202302_0040,TXN_202302_000920,2023-02-22,REG_06,PROD_044,1,470.96,Not as described
