product_id,region,warehouse_id,start_stock,end_stock,stock_losses,stock_replenished
PROD_001,REG_01,WH_001,262,292,7,37
PROD_001,REG_01,WH_002,236,301,0,65
PROD_001,REG_02,WH_003,234,250,9,25
PROD_001,REG_02,WH_004,330,415,8,93
PROD_001,REG_03,WH_005,75,90,6,21
PROD_001,REG_03,WH_006,159,252,5,98
PROD_001,REG_04,WH_007,367,391,9,33
PROD_001,REG_04,WH_008,420,469,1,50
PROD_001,REG_05,WH_009,273,307,5,39
PROD_001,REG_05,WH_010,142,164,10,32
PROD_001,REG_06,WH_011,475,562,10,97
PROD_001,REG_06,WH_012,179,273,2,96
PROD_001,REG_07,WH_013,236,311,9,84
PROD_001,REG_07,WH_014,421,492,5,76
PROD_001,REG_08,WH_015,163,212,2,51
PROD_001,REG_08,WH_016,163,177,9,23
PROD_001,REG_09,WH_017,220,303,7,90
PROD_001,REG_09,WH_018,138,201,9,72
PROD_001,REG_10,WH_019,133,155,3,25
PROD_001,REG_10,WH_020,329,358,10,39
PROD_002,REG_01,WH_001,220,252,9,41
PROD_002,REG_01,WH_002,245,266,6,27
PROD_002,REG_02,WH_003,394,423,1,30
PROD_002,REG_02,WH_004,70,159,10,99
PROD_002,REG_03,WH_005,92,162,10,80
PROD_002,REG_03,WH_006,139,221,6,88
PROD_002,REG_04,WH_007,399,434,2,37
PROD_002,REG_04,WH_008,297,383,8,94
PROD_002,REG_05,WH_009,235,270,7,42
PROD_002,REG_05,WH_010,424,448,4,28
PROD_002,REG_06,WH_011,434,450,4,20
PROD_002,REG_06,WH_012,356,394,10,48
PROD_002,REG_07,WH_013,308,342,1,35
PROD_002,REG_07,WH_014,174,214,1,41
PROD_002,REG_08,WH_015,360,415,4,59
PROD_002,REG_08,WH_016,137,233,0,96
PROD_002,REG_09,WH_017,58,83,1,26
PROD_002,REG_09,WH_018,118,173,1,56
PROD_002,REG_10,WH_019,124,146,10,32
PROD_002,REG_10,WH_020,218,249,6,37
PROD_003,REG_01,WH_001,421,486,3,68
PROD_003,REG_01,WH_002,376,447,10,81
PROD_003,REG_02,WH_003,289,345,7,63
PROD_003,REG_02,WH_004,247,332,6,91
PROD_003,REG_03,WH_005,450,520,10,80
PROD_003,REG_03,WH_006,274,336,0,62
PROD_003,REG_04,WH_007,273,346,3,76
PROD_003,REG_04,WH_008,103,176,8,81
PROD_003,REG_05,WH_009,192,209,7,24
PROD_003,REG_05,WH_010,51,95,4,48
PROD_003,REG_06,WH_011,294,357,9,72
PROD_003,REG_06,WH_012,240,329,6,95
PROD_003,REG_07,WH_013,100,161,3,64
PROD_003,REG_07,WH_014,404,442,2,40
PROD_003,REG_08,WH_015,54,79,3,28
PROD_003,REG_08,WH_016,64,93,4,33
PROD_003,REG_09,WH_017,321,356,0,35
