refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202305_0081,TXN_202305_002031,2023-05-18,REG_01,PROD_037,3,313.77,Defective
REF_202305_0082,TXN_202305_002400,2023-05-22,REG_04,PROD_004,1,189.58,Defective
REF_202305_0083,TXN_202305_002051,2023-05-21,REG_04,PROD_020,1,428.51,Not as described
REF_202305_0084,TXN_202305_002037,2023-05-29,REG_02,PROD_029,1,198.25,Defective
REF_202305_0085,TXN_202305_002077,2023-05-14,REG_08,PROD_049,5,781.4,Not as described
REF_202305_0086,TXN_202305_002040,2023-05-25,REG_09,PROD_040,5,1092.7,Not as described
REF_202305_0087,TXN_202305_002278,2023-05-13,REG_03,PROD_035,1,364.23,Defective
REF_202305_0088,TXN_202305_002012,2023-05-30,REG_01,PROD_029,2,385.12,Defective
REF_202305_0089,TXN_202305_002240,2023-05-31,REG_02,PROD_048,1,231.26,Customer request
REF_202305_0090,TXN_202305_001986,2023-06-06,REG_06,PROD_032,1,43.5,Not as described
REF_202305_0091,TXN_202305_002388,2023-05-21,REG_04,PROD_016,1,188.11,Damaged in transit
REF_202305_0092,TXN_202305_002381,2023-05-18,REG_09,PROD_023,1,199.61,Not as described
REF_202305_0093,TXN_202305_002088,2023-05-31,REG_07,PROD_003,2,865.1,Not as described
REF_202305_0094,TXN_202305_002274,2023-05-13,REG_09,PROD_017,3,1320.54,Not as described
REF_202305_0095,TXN_202305_002292,2023-06-03,REG_07,PROD_016,1,357.16,Wrong item
REF_202305_0096,TXN_202305_002030,2023-05-21,REG_06,PROD_012,2,354.36,Defective
REF_202305_0097,TXN_202305_002285,2023-05-18,REG_01,PROD_011,1,277.36,Customer request
REF_202305_0098,TXN_202305_002263,2023-05-31,REG_04,PROD_009,3,173.58,Damaged in transit
REF_202305_0099,TXN_202305_002119,2023-05-30,REG_10,PROD_012,1,223.97,Wrong item
REF_202305_0100,TXN_202305_002466,2023-05-04,REG_08,PROD_022,1,432.28,Wrong item
