product_id,category,sales_units,revenue,returns,stockouts,performance_score
PROD_001,Electronics,91,18861.64,0,0,18.86
PROD_002,Electronics,89,20379.1,6,0,-39.62
PROD_003,Electronics,97,22932.2,3,0,-7.07
PROD_004,Electronics,74,18572.14,0,0,18.57
PROD_005,Electronics,61,14371.43,0,0,14.37
PROD_006,Electronics,100,22607.87,8,0,-57.39
PROD_007,Electronics,90,17832.71,2,0,-2.17
PROD_008,Electronics,109,24280.52,1,0,14.28
PROD_009,Electronics,116,23693.39,1,0,13.69
PROD_010,Electronics,95,19225.66,3,0,-10.77
PROD_011,Electronics,86,17884.15,5,0,-32.12
PROD_012,Electronics,83,18854.08,0,0,18.85
PROD_013,Clothing,96,21280.19,11,0,-88.72
PROD_014,Clothing,63,11826.72,0,0,11.83
PROD_015,Clothing,77,17869.47,5,0,-32.13
PROD_016,Clothing,106,28051.55,4,0,-11.95
PROD_017,Clothing,72,16151.59,1,0,6.15
PROD_018,Clothing,82,15793.34,2,0,-4.21
PROD_019,Clothing,83,14517.25,0,0,14.52
PROD_020,Clothing,112,20933.17,1,0,10.93
PROD_021,Clothing,93,20424.42,0,0,20.42
PROD_022,Clothing,99,23376.72,0,0,23.38
PROD_023,Clothing,83,22363.83,0,0,22.36
PROD_024,Clothing,60,12440.75,4,0,-27.56
PROD_025,Food,115,17603.86,3,0,-12.4
PROD_026,Food,68,15027.65,2,0,-4.97
PROD_027,Food,102,24008.5,0,0,24.01
PROD_028,Food,101,20032.72,10,0,-79.97
PROD_029,Food,91,16651.32,4,0,-23.35
PROD_030,Food,110,16883.84,0,0,16.88
PROD_031,Food,83,18088.85,0,0,18.09
PROD_032,Food,81,16889.06,0,0,16.89
PROD_033,Food,81,16435.85,0,0,16.44
PROD_034,Food,97,24657.8,4,0,-15.34
PROD_035,Food,54,10724.83,0,0,10.72
PROD_036,Food,96,22367.01,2,0,2.37
PROD_037,Home,115,26393.81,6,0,-33.61
PROD_038,Home,115,25104.92,10,0,-74.9
PROD_039,Home,77,16626.63,6,0,-43.37
PROD_040,Home,88,17488.76,0,0,17.49
PROD_041,Home,110,26394.26,8,0,-53.61
PROD_042,Home,92,21696.21,1,0,11.7
PROD_043,Home,107,21472.82,2,0,1.47
PROD_044,Home,101,19938.02,3,0,-10.06
PROD_045,Home,58,11050.49,0,0,11.05
PROD_046,Home,92,18677.41,5,0,-31.32
PROD_047,Home,53,12046.22,4,0,-27.95
PROD_048,Home,84,16273.85,2,0,-3.73
PROD_049,Books,136,27117.32,9,0,-62.88
PROD_050,Books,113,24544.52,0,0,24.54
