product_id,region,warehouse_id,start_stock,end_stock,stock_losses,stock_replenished
PROD_001,REG_01,WH_001,348,367,6,25
PROD_001,REG_01,WH_002,214,268,6,60
PROD_001,REG_02,WH_003,430,521,3,94
PROD_001,REG_02,WH_004,289,334,9,54
PROD_001,REG_03,WH_005,200,220,3,23
PROD_001,REG_03,WH_006,79,167,7,95
PROD_001,REG_04,WH_007,266,287,0,21
PROD_001,REG_04,WH_008,435,478,0,43
PROD_001,REG_05,WH_009,209,250,2,43
PROD_001,REG_05,WH_010,284,327,0,43
PROD_001,REG_06,WH_011,93,146,6,59
PROD_001,REG_06,WH_012,175,213,0,38
PROD_001,REG_07,WH_013,357,444,5,92
PROD_001,REG_07,WH_014,473,508,1,36
PROD_001,REG_08,WH_015,158,182,2,26
PROD_001,REG_08,WH_016,150,205,3,58
PROD_001,REG_09,WH_017,329,388,2,61
PROD_001,REG_09,WH_018,182,252,6,76
PROD_001,REG_10,WH_019,59,100,3,44
PROD_001,REG_10,WH_020,310,390,9,89
PROD_002,REG_01,WH_001,198,220,10,32
PROD_002,REG_01,WH_002,130,183,5,58
PROD_002,REG_02,WH_003,473,484,10,21
PROD_002,REG_02,WH_004,147,209,8,70
PROD_002,REG_03,WH_005,126,195,10,79
PROD_002,REG_03,WH_006,366,446,9,89
PROD_002,REG_04,WH_007,375,421,9,55
PROD_002,REG_04,WH_008,59,110,4,55
PROD_002,REG_05,WH_009,165,222,1,58
PROD_002,REG_05,WH_010,408,498,7,97
PROD_002,REG_06,WH_011,181,250,6,75
PROD_002,REG_06,WH_012,353,393,0,40
PROD_002,REG_07,WH_013,469,541,3,75
PROD_002,REG_07,WH_014,367,460,4,97
PROD_002,REG_08,WH_015,65,146,2,83
PROD_002,REG_08,WH_016,119,156,3,40
PROD_002,REG_09,WH_017,276,327,9,60
PROD_002,REG_09,WH_018,278,355,9,86
PROD_002,REG_10,WH_019,456,543,10,97
PROD_002,REG_10,WH_020,53,73,2,22
PROD_003,REG_01,WH_001,109,158,4,53
PROD_003,REG_01,WH_002,69,144,3,78
PROD_003,REG_02,WH_003,464,518,2,56
PROD_003,REG_02,WH_004,186,273,4,91
PROD_003,REG_03,WH_005,197,231,2,36
PROD_003,REG_03,WH_006,382,458,6,82
PROD_003,REG_04,WH_007,325,392,6,73
PROD_003,REG_04,WH_008,137,233,4,100
PROD_003,REG_05,WH_009,229,287,8,66
PROD_003,REG_05,WH_010,313,365,0,52
PROD_003,REG_06,WH_011,311,364,7,60
PROD_003,REG_06,WH_012,481,559,3,81
PROD_003,REG_07,WH_013,232,321,9,98
PROD_003,REG_07,WH_014,218,240,2,24
PROD_003,REG_08,WH_015,439,507,3,71
PROD_003,REG_08,WH_016,219,238,2,21
PROD_003,REG_09,WH_017,77,135,1,59
PROD_003,REG_09,WH_018,181,247,8,74
PROD_003,REG_10,WH_019,69,124,0,55
PROD_003,REG_10,WH_020,186,273,7,94
PROD_004,REG_01,WH_001,186,212,1,27
PROD_004,REG_01,WH_002,245,306,1,62
PROD_004,REG_02,WH_003,119,210,2,93
PROD_004,REG_02,WH_004,175,259,1,85
PROD_004,REG_03,WH_005,115,196,1,82
PROD_004,REG_03,WH_006,168,232,0,64
PROD_004,REG_04,WH_007,306,369,9,72
PROD_004,REG_04,WH_008,74,105,8,39
PROD_004,REG_05,WH_009,86,123,7,44
PROD_004,REG_05,WH_010,299,390,8,99
PROD_004,REG_06,WH_011,323,377,7,61
PROD_004,REG_06,WH_012,377,452,1,76
PROD_004,REG_07,WH_013,147,200,3,56
PROD_004,REG_07,WH_014,193,213,3,23
PROD_004,REG_08,WH_015,428,490,7,69
PROD_004,REG_08,WH_016,61,87,10,36
PROD_004,REG_09,WH_017,125,174,1,50
PROD_004,REG_09,WH_018,245,304,10,69
PROD_004,REG_10,WH_019,247,324,2,79
PROD_004,REG_10,WH_020,370,458,10,98
PROD_005,REG_01,WH_001,171,199,7,35
PROD_005,REG_01,WH_002,168,235,10,77
PROD_005,REG_02,WH_003,93,138,5,50
PROD_005,REG_02,WH_004,335,358,3,26
PROD_005,REG_03,WH_005,81,170,9,98
PROD_005,REG_03,WH_006,367,448,0,81
