refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202404_0301,TXN_202404_007532,2024-04-22,REG_05,PROD_003,2,170.2,Customer request
REF_202404_0302,TXN_202404_007649,2024-04-23,REG_03,PROD_037,1,347.31,Defective
REF_202404_0303,TXN_202404_007718,2024-04-05,REG_01,PROD_015,3,405.93,Customer request
REF_202404_0304,TXN_202404_007772,2024-04-15,REG_03,PROD_020,2,907.9,Defective
REF_202404_0305,TXN_202404_007738,2024-04-14,REG_03,PROD_014,1,489.14,Not as described
REF_202404_0306,TXN_202404_007800,2024-04-30,REG_06,PROD_046,1,68.88,Defective
REF_202404_0307,TXN_202404_007790,2024-04-26,REG_10,PROD_007,1,420.13,Damaged in transit
REF_202404_0308,TXN_202404_007752,2024-04-26,REG_10,PROD_039,2,244.1,Damaged in transit
REF_202404_0309,TXN_202404_007704,2024-05-05,REG_07,PROD_009,3,644.1,Not as described
REF_202404_0310,TXN_202404_007907,2024-04-19,REG_05,PROD_008,1,313.78,Not as described
REF_202404_0311,TXN_202404_007768,2024-04-18,REG_02,PROD_034,2,473.88,Customer request
REF_202404_0312,TXN_202404_007658,2024-04-06,REG_06,PROD_042,1,145.05,Wrong item
REF_202404_0313,TXN_202404_007791,2024-05-13,REG_04,PROD_003,1,214.1,Wrong item
REF_202404_0314,TXN_202404_007592,2024-04-19,REG_05,PROD_028,1,329.69,Defective
REF_202404_0315,TXN_202404_007835,2024-05-05,REG_06,PROD_016,1,272.74,Damaged in transit
REF_202404_0316,TXN_202404_007906,2024-04-28,REG_03,PROD_049,3,698.64,Not as described
REF_202404_0317,TXN_202404_007539,2024-04-26,REG_10,PROD_033,1,337.3,Not as described
REF_202404_0318,TXN_202404_007834,2024-05-06,REG_08,PROD_035,1,188.28,Wrong item
REF_202404_0319,TXN_202404_007844,2024-04-29,REG_08,PROD_025,1,258.0,Wrong item
REF_202404_0320,TXN_202404_007642,2024-04-16,REG_03,PROD_002,1,150.37,Not as described
