refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202506_0581,TXN_202506_014626,2025-06-26,REG_10,PROD_005,1,423.46,Damaged in transit
REF_202506_0582,TXN_202506_014785,2025-07-04,REG_02,PROD_043,3,244.17,Customer request
REF_202506_0583,TXN_202506_014532,2025-06-20,REG_02,PROD_013,1,267.54,Damaged in transit
REF_202506_0584,TXN_202506_014643,2025-06-27,REG_06,PROD_003,5,923.2,Not as described
REF_202506_0585,TXN_202506_014473,2025-06-24,REG_09,PROD_003,2,98.9,Wrong item
REF_202506_0586,TXN_202506_014933,2025-06-28,REG_03,PROD_030,1,291.89,Damaged in transit
REF_202506_0587,TXN_202506_014820,2025-06-23,REG_09,PROD_045,3,89.4,Defective
REF_202506_0588,TXN_202506_014610,2025-06-28,REG_03,PROD_039,3,1156.2,Not as described
REF_202506_0589,TXN_202506_014545,2025-06-17,REG_05,PROD_019,3,258.36,Wrong item
REF_202506_0590,TXN_202506_014593,2025-07-06,REG_05,PROD_044,2,580.22,Defective
REF_202506_0591,TXN_202506_014552,2025-06-20,REG_07,PROD_029,5,709.05,Not as described
REF_202506_0592,TXN_202506_014633,2025-06-21,REG_01,PROD_009,2,531.56,Damaged in transit
REF_202506_0593,TXN_202506_014500,2025-06-25,REG_02,PROD_009,1,229.98,Customer request
REF_202506_0594,TXN_202506_014686,2025-06-21,REG_10,PROD_012,2,914.06,Customer request
REF_202506_0595,TXN_202506_014704,2025-06-06,REG_06,PROD_007,3,1036.17,Wrong item
REF_202506_0596,TXN_202506_014672,2025-06-30,REG_05,PROD_032,5,379.4,Defective
REF_202506_0597,TXN_202506_014594,2025-06-19,REG_02,PROD_021,2,307.7,Defective
REF_202506_0598,TXN_202506_014665,2025-06-27,REG_08,PROD_019,1,61.55,Customer request
REF_202506_0599,TXN_202506_014549,2025-06-15,REG_01,PROD_048,1,231.26,Customer request
REF_202506_0600,TXN_202506_014527,2025-06-15,REG_02,PROD_049,3,1233.87,Wrong item
