refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202406_0341,TXN_202406_008762,2024-06-10,REG_09,PROD_046,1,67.51,Damaged in transit
REF_202406_0342,TXN_202406_008779,2024-06-23,REG_09,PROD_008,5,1533.35,Not as described
REF_202406_0343,TXN_202406_008897,2024-06-18,REG_05,PROD_037,1,286.47,Damaged in transit
REF_202406_0344,TXN_202406_008690,2024-06-27,REG_03,PROD_015,2,59.62,Not as described
REF_202406_0345,TXN_202406_008830,2024-06-25,REG_06,PROD_040,1,268.87,Damaged in transit
REF_202406_0346,TXN_202406_008569,2024-07-11,REG_04,PROD_014,1,15.14,Defective
REF_202406_0347,TXN_202406_008904,2024-06-19,REG_06,PROD_032,2,815.38,Damaged in transit
REF_202406_0348,TXN_202406_008893,2024-07-11,REG_08,PROD_009,1,13.0,Damaged in transit
REF_202406_0349,TXN_202406_008797,2024-07-07,REG_07,PROD_011,5,1532.2,Wrong item
REF_202406_0350,TXN_202406_008514,2024-06-09,REG_01,PROD_010,1,153.03,Wrong item
REF_202406_0351,TXN_202406_008627,2024-06-16,REG_04,PROD_017,1,179.79,Wrong item
REF_202406_0352,TXN_202406_008731,2024-06-18,REG_10,PROD_005,3,390.57,Damaged in transit
REF_202406_0353,TXN_202406_008604,2024-06-21,REG_01,PROD_030,2,557.34,Defective
REF_202406_0354,TXN_202406_008647,2024-06-15,REG_04,PROD_049,2,778.48,Customer request
REF_202406_0355,TXN_202406_008804,2024-06-19,REG_04,PROD_037,1,60.84,Defective
REF_202406_0356,TXN_202406_008568,2024-06-23,REG_07,PROD_024,3,30.81,Wrong item
REF_202406_0357,TXN_202406_008588,2024-06-29,REG_05,PROD_005,1,441.17,Damaged in transit
REF_202406_0358,TXN_202406_008785,2024-06-19,REG_01,PROD_007,1,414.36,Wrong item
REF_202406_0359,TXN_202406_008635,2024-06-24,REG_04,PROD_008,1,252.35,Damaged in transit
REF_202406_0360,TXN_202406_008602,2024-06-19,REG_09,PROD_002,2,438.16,Not as described
