product_id,region,warehouse_id,start_stock,end_stock,stock_losses,stock_replenished
PROD_001,REG_01,WH_001,64,77,10,23
PROD_001,REG_01,WH_002,259,316,4,61
PROD_001,REG_02,WH_003,95,122,9,36
PROD_001,REG_02,WH_004,79,105,0,26
PROD_001,REG_03,WH_005,416,457,10,51
PROD_001,REG_03,WH_006,63,127,4,68
PROD_001,REG_04,WH_007,485,535,4,54
PROD_001,REG_04,WH_008,321,390,3,72
PROD_001,REG_05,WH_009,234,272,5,43
PROD_001,REG_05,WH_010,274,338,10,74
PROD_001,REG_06,WH_011,61,96,0,35
PROD_001,REG_06,WH_012,74,112,9,47
PROD_001,REG_07,WH_013,291,344,1,54
PROD_001,REG_07,WH_014,469,488,8,27
PROD_001,REG_08,WH_015,250,302,4,56
PROD_001,REG_08,WH_016,339,369,0,30
PROD_001,REG_09,WH_017,401,474,10,83
PROD_001,REG_09,WH_018,187,233,9,55
PROD_001,REG_10,WH_019,499,589,1,91
PROD_001,REG_10,WH_020,224,264,1,41
PROD_002,REG_01,WH_001,82,124,2,44
PROD_002,REG_01,WH_002,377,404,2,29
PROD_002,REG_02,WH_003,238,291,2,55
PROD_002,REG_02,WH_004,482,494,9,21
PROD_002,REG_03,WH_005,383,474,4,95
PROD_002,REG_03,WH_006,180,272,0,92
PROD_002,REG_04,WH_007,327,404,1,78
PROD_002,REG_04,WH_008,299,370,1,72
PROD_002,REG_05,WH_009,82,121,1,40
PROD_002,REG_05,WH_010,175,232,2,59
PROD_002,REG_06,WH_011,147,168,7,28
PROD_002,REG_06,WH_012,108,200,7,99
PROD_002,REG_07,WH_013,98,165,0,67
PROD_002,REG_07,WH_014,216,297,3,84
PROD_002,REG_08,WH_015,393,454,9,70
PROD_002,REG_08,WH_016,401,426,6,31
PROD_002,REG_09,WH_017,438,532,6,100
PROD_002,REG_09,WH_018,228,245,5,22
PROD_002,REG_10,WH_019,332,392,9,69
PROD_002,REG_10,WH_020,319,401,5,87
PROD_003,REG_01,WH_001,292,340,3,51
PROD_003,REG_01,WH_002,274,349,10,85
PROD_003,REG_02,WH_003,484,568,2,86
PROD_003,REG_02,WH_004,325,385,2,62
PROD_003,REG_03,WH_005,374,451,1,78
PROD_003,REG_03,WH_006,376,467,6,97
PROD_003,REG_04,WH_007,480,517,5,42
PROD_003,REG_04,WH_008,222,284,8,70
PROD_003,REG_05,WH_009,426,448,5,27
PROD_003,REG_05,WH_010,338,396,2,60
PROD_003,REG_06,WH_011,391,430,7,46
PROD_003,REG_06,WH_012,329,412,0,83
PROD_003,REG_07,WH_013,230,281,5,56
PROD_003,REG_07,WH_014,302,386,7,91
PROD_003,REG_08,WH_015,130,180,7,57
PROD_003,REG_08,WH_016,105,147,0,42
PROD_003,REG_09,WH_017,441,495,0,54
PROD_003,REG_09,WH_018,478,575,0,97
PROD_003,REG_10,WH_019,359,404,7,52
PROD_003,REG_10,WH_020,352,396,7,51
PROD_004,REG_01,WH_001,174,224,3,53
PROD_004,REG_01,WH_002,402,493,3,94
PROD_004,REG_02,WH_003,161,173,10,22
PROD_004,REG_02,WH_004,68,87,9,28
PROD_004,REG_03,WH_005,145,190,0,45
PROD_004,REG_03,WH_006,87,114,2,29
PROD_004,REG_04,WH_007,190,228,0,38
PROD_004,REG_04,WH_008,268,327,5,64
PROD_004,REG_05,WH_009,236,288,0,52
PROD_004,REG_05,WH_010,438,461,8,31
PROD_004,REG_06,WH_011,98,158,8,68
PROD_004,REG_06,WH_012,135,209,0,74
PROD_004,REG_07,WH_013,383,419,0,36
PROD_004,REG_07,WH_014,326,362,10,46
PROD_004,REG_08,WH_015,333,393,2,62
PROD_004,REG_08,WH_016,92,170,8,86
PROD_004,REG_09,WH_017,277,339,5,67
PROD_004,REG_09,WH_018,256,318,5,67
PROD_004,REG_10,WH_019,193,216,9,32
PROD_004,REG_10,WH_020,383,425,1,43
PROD_005,REG_01,WH_001,500,550,7,57
PROD_005,REG_01,WH_002,449,516,6,73
PROD_005,REG_02,WH_003,292,353,8,69
PROD_005,REG_02,WH_004,147,200,3,56
PROD_005,REG_03,WH_005,380,407,3,30
PROD_005,REG_03,WH_006,61,98,5,42
PROD_005,REG_04,WH_007,282,346,5,69
PROD_005,REG_04,WH_008,483,568,1,86
PROD_005,REG_05,WH_009,284,307,9,32
PROD_005,REG_05,WH_010,478,564,4,90
PROD_005,REG_06,WH_011,136,194,1,59
PROD_005,REG_06,WH_012,414,453,10,49
PROD_005,REG_07,WH_013,274,372,0,98
PROD_005,REG_07,WH_014,268,305,10,47
PROD_005,REG_08,WH_015,336,383,10,57
PROD_005,REG_08,WH_016,182,233,2,53
PROD_005,REG_09,WH_017,468,495,2,29
PROD_005,REG_09,WH_018,481,572,7,98
PROD_005,REG_10,WH_019,89,128,9,48
PROD_005,REG_10,WH_020,357,410,1,54
PROD_006,REG_01,WH_001,456,525,4,73
PROD_006,REG_01,WH_002,391,483,2,94
PROD_006,REG_02,WH_003,84,155,1,72
PROD_006,REG_02,WH_004,60,126,3,69
PROD_006,REG_03,WH_005,354,450,4,100
PROD_006,REG_03,WH_006,69,81,10,22
PROD_006,REG_04,WH_007,93,176,2,85
PROD_006,REG_04,WH_008,75,116,9,50
PROD_006,REG_05,WH_009,299,385,5,91
PROD_006,REG_05,WH_010,289,368,5,84
PROD_006,REG_06,WH_011,370,452,5,87
