transaction_id,date,region,store_id,employee_id,product_id,units,unit_price,discount,revenue,payment,customer_id,customer_segment
TXN_202501_011962,2025-01-06,REG_10,STORE_028,EMP_020,PROD_012,5,21.96,0.08,101.02,cash,CUST_5146,Regular
TXN_202501_011963,2025-01-17,REG_06,STORE_018,EMP_006,PROD_011,3,284.44,0.15,725.32,mobile,CUST_3869,Premium
TXN_202501_011964,2025-01-19,REG_01,STORE_001,EMP_018,PROD_041,3,298.27,0.08,823.23,credit,CUST_6255,New
TXN_202501_011965,2025-01-03,REG_07,STORE_019,EMP_007,PROD_016,4,207.56,0.01,821.94,card,CUST_2771,Premium
TXN_202501_011966,2025-01-08,REG_02,STORE_005,EMP_002,PROD_033,4,178.83,0.22,557.95,mobile,CUST_6666,VIP
TXN_202501_011967,2025-01-14,REG_07,STORE_019,EMP_007,PROD_013,2,209.26,0.13,364.11,credit,CUST_6253,New
TXN_202501_011968,2025-01-29,REG_01,STORE_003,EMP_018,PROD_009,5,448.59,0.14,1928.94,credit,CUST_3820,New
TXN_202501_011969,2025-01-16,REG_01,STORE_003,EMP_019,PROD_014,3,415.56,0.11,1109.55,credit,CUST_2407,Premium
TXN_202501_011970,2025-01-24,REG_08,STORE_022,EMP_008,PROD_009,3,333.02,0.15,849.2,cash,CUST_9064,Premium
TXN_202501_011971,2025-01-01,REG_05,STORE_013,EMP_021,PROD_008,4,111.44,0.29,316.49,credit,CUST_8830,Premium
TXN_202501_011972,2025-01-17,REG_10,STORE_029,EMP_017,PROD_041,1,290.24,0.29,206.07,cash,CUST_1760,Regular
TXN_202501_011973,2025-01-30,REG_09,STORE_025,EMP_009,PROD_003,2,498.17,0.3,697.44,mobile,CUST_5115,VIP
TXN_202501_011974,2025-01-28,REG_06,STORE_018,EMP_006,PROD_047,1,199.77,0.02,195.77,credit,CUST_1112,Regular
TXN_202501_011975,2025-01-25,REG_06,STORE_016,EMP_006,PROD_017,3,484.85,0.2,1163.64,credit,CUST_3302,Regular
TXN_202501_011976,2025-01-27,REG_08,STORE_024,EMP_008,PROD_019,3,237.82,0.29,506.56,cash,CUST_7098,Regular
TXN_202501_011977,2025-01-03,REG_01,STORE_002,EMP_011,PROD_033,5,276.13,0.01,1366.84,credit,CUST_9977,Premium
TXN_202501_011978,2025-01-05,REG_10,STORE_028,EMP_013,PROD_048,3,69.28,0.12,182.9,card,CUST_8411,VIP
TXN_202501_011979,2025-01-27,REG_02,STORE_005,EMP_002,PROD_006,1,283.51,0.21,223.97,credit,CUST_8212,New
TXN_202501_011980,2025-01-12,REG_03,STORE_008,EMP_014,PROD_038,4,203.35,0.17,675.12,cash,CUST_6420,New
TXN_202501_011981,2025-01-25,REG_01,STORE_002,EMP_019,PROD_002,1,386.93,0.2,309.54,cash,CUST_3111,Premium
TXN_202501_011982,2025-01-15,REG_10,STORE_029,EMP_020,PROD_042,3,76.28,0.09,208.24,card,CUST_9668,New
TXN_202501_011983,2025-01-21,REG_10,STORE_028,EMP_017,PROD_026,3,72.66,0.03,211.44,credit,CUST_4043,Regular
TXN_202501_011984,2025-01-30,REG_09,STORE_025,EMP_022,PROD_020,2,61.7,0.09,112.29,cash,CUST_8671,VIP
TXN_202501_011985,2025-01-03,REG_02,STORE_004,EMP_002,PROD_016,3,463.15,0.14,1194.93,card,CUST_6489,Regular
TXN_202501_011986,2025-01-19,REG_03,STORE_009,EMP_014,PROD_025,5,18.71,0.18,76.71,card,CUST_3988,New
TXN_202501_011987,2025-01-06,REG_09,STORE_025,EMP_022,PROD_019,3,135.51,0.29,288.64,cash,CUST_6065,Premium
TXN_202501_011988,2025-01-15,REG_01,STORE_001,EMP_018,PROD_011,3,432.5,0.29,921.22,card,CUST_7571,New
TXN_202501_011989,2025-01-22,REG_04,STORE_012,EMP_026,PROD_034,2,337.97,0.13,588.07,card,CUST_3561,New
TXN_202501_011990,2025-01-15,REG_01,STORE_001,EMP_019,PROD_029,2,180.27,0.05,342.51,cash,CUST_1755,VIP
TXN_202501_011991,2025-01-06,REG_04,STORE_011,EMP_029,PROD_013,4,264.62,0.04,1016.14,card,CUST_5998,VIP
TXN_202501_011992,2025-01-30,REG_04,STORE_010,EMP_029,PROD_028,5,273.76,0.15,1163.48,credit,CUST_3822,VIP
TXN_202501_011993,2025-01-06,REG_01,STORE_002,EMP_019,PROD_012,2,320.52,0.18,525.65,mobile,CUST_7823,Premium
TXN_202501_011994,2025-01-11,REG_04,STORE_012,EMP_029,PROD_003,4,317.35,0.2,1015.52,card,CUST_9691,Regular
TXN_202501_011995,2025-01-08,REG_04,STORE_011,EMP_026,PROD_050,5,30.88,0.15,131.24,cash,CUST_9382,New
TXN_202501_011996,2025-01-30,REG_08,STORE_022,EMP_015,PROD_015,2,84.28,0.01,166.87,mobile,CUST_6212,Regular
TXN_202501_011997,2025-01-03,REG_04,STORE_011,EMP_029,PROD_029,3,208.52,0.28,450.4,credit,CUST_4747,Regular
TXN_202501_011998,2025-01-06,REG_05,STORE_015,EMP_005,PROD_025,2,99.07,0.27,144.64,card,CUST_8156,New
TXN_202501_011999,2025-01-28,REG_09,STORE_027,EMP_027,PROD_049,1,341.27,0.25,255.95,card,CUST_6900,VIP
TXN_202501_012000,2025-01-16,REG_06,STORE_016,EMP_006,PROD_014,4,110.39,0.12,388.57,mobile,CUST_9572,Premium
TXN_202501_012001,2025-01-24,REG_10,STORE_030,EMP_017,PROD_050,1,58.99,0.23,45.42,card,CUST_8904,Regular
TXN_202501_012002,2025-01-28,REG_10,STORE_030,EMP_028,PROD_010,4,407.07,0.03,1579.43,credit,CUST_6987,VIP
TXN_202501_012003,2025-01-13,REG_01,STORE_002,EMP_001,PROD_038,4,10.73,0.29,30.47,card,CUST_6673,VIP
TXN_202501_012004,2025-01-18,REG_07,STORE_021,EMP_007,PROD_004,5,252.15,0.22,983.38,cash,CUST_1808,New
TXN_202501_012005,2025-01-01,REG_06,STORE_016,EMP_006,PROD_027,3,109.01,0.29,232.19,mobile,CUST_9405,VIP
TXN_202501_012006,2025-01-11,REG_03,STORE_008,EMP_014,PROD_008,2,425.99,0.21,673.06,cash,CUST_5759,VIP
TXN_202501_012007,2025-01-30,REG_06,STORE_016,EMP_006,PROD_030,5,112.61,0.19,456.07,mobile,CUST_6989,Premium
TXN_202501_012008,2025-01-20,REG_10,STORE_030,EMP_020,PROD_028,4,242.2,0.26,716.91,card,CUST_4094,Regular
TXN_202501_012009,2025-01-15,REG_08,STORE_022,EMP_012,PROD_006,4,11.34,0.19,36.74,credit,CUST_4962,New
TXN_202501_012010,2025-01-15,REG_03,STORE_008,EMP_003,PROD_002,5,301.93,0.09,1373.78,card,CUST_1203,VIP
TXN_202501_012011,2025-01-06,REG_03,STORE_007,EMP_003,PROD_008,2,201.9,0.15,343.23,mobile,CUST_6449,New
TXN_202501_012012,2025-01-19,REG_03,STORE_007,EMP_014,PROD_021,2,130.09,0.18,213.35,card,CUST_6283,New
TXN_202501_012013,2025-01-21,REG_06,STORE_016,EMP_006,PROD_050,3,365.54,0.26,811.5,mobile,CUST_6019,Premium
TXN_202501_012014,2025-01-23,REG_09,STORE_027,EMP_022,PROD_026,1,215.72,0.26,159.63,credit,CUST_6478,VIP
TXN_202501_012015,2025-01-25,REG_08,STORE_024,EMP_012,PROD_022,3,82.43,0.13,215.14,cash,CUST_5277,Premium
TXN_202501_012016,2025-01-05,REG_03,STORE_008,EMP_014,PROD_044,1,156.83,0.19,127.03,credit,CUST_4066,Premium
TXN_202501_012017,2025-01-13,REG_10,STORE_030,EMP_017,PROD_005,3,27.24,0.01,80.9,mobile,CUST_8149,Regular
TXN_202501_012018,2025-01-16,REG_04,STORE_012,EMP_029,PROD_043,3,285.62,0.26,634.08,credit,CUST_3194,New
TXN_202501_012019,2025-01-31,REG_03,STORE_008,EMP_003,PROD_041,3,163.55,0.22,382.71,card,CUST_7519,Premium
TXN_202501_012020,2025-01-13,REG_10,STORE_030,EMP_028,PROD_030,5,54.94,0.24,208.77,credit,CUST_4637,New
TXN_202501_012021,2025-01-30,REG_06,STORE_016,EMP_006,PROD_044,5,245.54,0.17,1018.99,credit,CUST_3177,VIP
TXN_202501_012022,2025-01-24,REG_07,STORE_020,EMP_007,PROD_009,3,96.4,0.15,245.82,credit,CUST_1741,Regular
TXN_202501_012023,2025-01-04,REG_02,STORE_004,EMP_002,PROD_020,1,334.24,0.11,297.47,cash,CUST_9839,New
TXN_202501_012024,2025-01-08,REG_10,STORE_030,EMP_017,PROD_034,4,185.37,0.08,682.16,credit,CUST_9921,VIP
TXN_202501_012025,2025-01-16,REG_09,STORE_026,EMP_009,PROD_033,2,56.23,0.07,104.59,mobile,CUST_1895,VIP
TXN_202501_012026,2025-01-11,REG_03,STORE_009,EMP_014,PROD_003,4,28.69,0.11,102.14,cash,CUST_3273,New
TXN_202501_012027,2025-01-11,REG_06,STORE_016,EMP_006,PROD_029,5,181.44,0.29,644.11,cash,CUST_8384,Premium
TXN_202501_012028,2025-01-11,REG_04,STORE_010,EMP_030,PROD_030,4,255.29,0.26,755.66,credit,CUST_6050,VIP
TXN_202501_012029,2025-01-01,REG_05,STORE_013,EMP_005,PROD_045,1,162.61,0.24,123.58,credit,CUST_7381,New
TXN_202501_012030,2025-01-12,REG_02,STORE_006,EMP_002,PROD_025,4,436.1,0.25,1308.3,cash,CUST_2678,Regular
TXN_202501_012031,2025-01-08,REG_08,STORE_022,EMP_023,PROD_015,3,174.04,0.25,391.59,cash,CUST_5053,Regular
TXN_202501_012032,2025-01-30,REG_02,STORE_005,EMP_002,PROD_042,3,70.73,0.23,163.39,mobile,CUST_1047,Premium
TXN_202501_012033,2025-01-14,REG_05,STORE_014,EMP_021,PROD_012,3,332.23,0.12,877.09,mobile,CUST_3777,VIP
TXN_202501_012034,2025-01-19,REG_03,STORE_007,EMP_014,PROD_046,2,144.69,0.22,225.72,credit,CUST_4087,Regular
TXN_202501_012035,2025-01-26,REG_02,STORE_005,EMP_002,PROD_026,3,456.02,0.21,1080.77,credit,CUST_5273,New
TXN_202501_012036,2025-01-01,REG_09,STORE_025,EMP_025,PROD_031,3,214.36,0.26,475.88,mobile,CUST_8115,Premium
TXN_202501_012037,2025-01-05,REG_10,STORE_028,EMP_010,PROD_004,5,270.79,0.24,1029.0,credit,CUST_4606,Regular
TXN_202501_012038,2025-01-01,REG_01,STORE_003,EMP_001,PROD_016,1,260.1,0.15,221.09,card,CUST_3357,VIP
TXN_202501_012039,2025-01-05,REG_01,STORE_002,EMP_019,PROD_028,1,468.39,0.17,388.76,cash,CUST_7329,Regular
TXN_202501_012040,2025-01-31,REG_02,STORE_004,EMP_002,PROD_016,1,256.02,0.2,204.82,mobile,CUST_1689,VIP
TXN_202501_012041,2025-01-25,REG_01,STORE_002,EMP_019,PROD_037,1,434.77,0.21,343.47,card,CUST_2611,VIP
