refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202511_0681,TXN_202511_017131,2025-11-26,REG_01,PROD_018,1,383.35,Not as described
REF_202511_0682,TXN_202511_017442,2025-11-24,REG_05,PROD_039,2,254.6,Wrong item
REF_202511_0683,TXN_202511_017447,2025-11-30,REG_02,PROD_042,2,593.86,Customer request
REF_202511_0684,TXN_202511_017294,2025-11-30,REG_03,PROD_015,1,447.71,Not as described
REF_202511_0685,TXN_202511_017115,2025-11-18,REG_04,PROD_020,2,716.34,Not as described
REF_202511_0686,TXN_202511_017005,2025-11-18,REG_09,PROD_005,1,216.39,Wrong item
REF_202511_0687,TXN_202511_017422,2025-12-10,REG_02,PROD_025,1,478.77,Customer request
REF_202511_0688,TXN_202511_017281,2025-11-28,REG_02,PROD_036,1,387.32,Not as described
REF_202511_0689,TXN_202511_016988,2025-11-28,REG_04,PROD_012,3,265.74,Customer request
REF_202511_0690,TXN_202511_016999,2025-11-19,REG_01,PROD_005,2,643.68,Wrong item
REF_202511_0691,TXN_202511_017409,2025-11-29,REG_01,PROD_040,3,138.51,Wrong item
REF_202511_0692,TXN_202511_017020,2025-11-18,REG_05,PROD_018,1,23.53,Wrong item
REF_202511_0693,TXN_202511_017071,2025-12-02,REG_08,PROD_028,3,1497.03,Defective
REF_202511_0694,TXN_202511_017142,2025-11-25,REG_02,PROD_025,3,1254.45,Not as described
REF_202511_0695,TXN_202511_016980,2025-11-18,REG_01,PROD_008,2,880.68,Not as described
REF_202511_0696,TXN_202511_017455,2025-11-22,REG_02,PROD_006,3,1004.34,Wrong item
REF_202511_0697,TXN_202511_017340,2025-11-14,REG_03,PROD_021,1,76.37,Defective
REF_202511_0698,TXN_202511_017212,2025-11-21,REG_01,PROD_024,1,134.25,Customer request
REF_202511_0699,TXN_202511_017144,2025-11-29,REG_04,PROD_029,1,58.22,Wrong item
REF_202511_0700,TXN_202511_017373,2025-11-20,REG_06,PROD_004,2,260.54,Defective
