refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202306_0101,TXN_202306_002780,2023-06-27,REG_05,PROD_032,3,730.53,Defective
REF_202306_0102,TXN_202306_002926,2023-07-08,REG_06,PROD_004,1,408.43,Customer request
REF_202306_0103,TXN_202306_002851,2023-06-27,REG_01,PROD_009,4,1195.88,Damaged in transit
REF_202306_0104,TXN_202306_002636,2023-06-18,REG_03,PROD_006,4,1356.4,Customer request
REF_202306_0105,TXN_202306_002627,2023-06-28,REG_03,PROD_045,2,968.66,Defective
REF_202306_0106,TXN_202306_002736,2023-06-22,REG_02,PROD_035,3,420.09,Customer request
REF_202306_0107,TXN_202306_002685,2023-06-29,REG_04,PROD_013,1,229.05,Not as described
REF_202306_0108,TXN_202306_002568,2023-06-10,REG_07,PROD_026,2,633.88,Damaged in transit
REF_202306_0109,TXN_202306_002877,2023-07-05,REG_08,PROD_039,1,46.35,Not as described
REF_202306_0110,TXN_202306_002832,2023-06-15,REG_07,PROD_005,2,684.98,Defective
REF_202306_0111,TXN_202306_002757,2023-06-27,REG_08,PROD_016,5,2137.95,Not as described
REF_202306_0112,TXN_202306_002894,2023-07-10,REG_07,PROD_033,4,1109.6,Customer request
REF_202306_0113,TXN_202306_002958,2023-06-28,REG_05,PROD_017,2,254.78,Wrong item
REF_202306_0114,TXN_202306_002840,2023-06-22,REG_04,PROD_030,2,581.8,Not as described
REF_202306_0115,TXN_202306_002484,2023-06-27,REG_08,PROD_022,4,768.6,Not as described
REF_202306_0116,TXN_202306_002705,2023-07-08,REG_08,PROD_005,2,59.32,Damaged in transit
REF_202306_0117,TXN_202306_002881,2023-06-14,REG_03,PROD_024,3,1120.35,Damaged in transit
REF_202306_0118,TXN_202306_002750,2023-06-28,REG_04,PROD_026,3,1376.97,Customer request
REF_202306_0119,TXN_202306_002970,2023-06-09,REG_10,PROD_022,1,11.48,Damaged in transit
REF_202306_0120,TXN_202306_002933,2023-06-13,REG_04,PROD_018,1,379.99,Defective
