refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202503_0521,TXN_202503_013381,2025-03-22,REG_06,PROD_043,3,411.36,Not as described
REF_202503_0522,TXN_202503_013063,2025-03-15,REG_07,PROD_022,2,936.72,Customer request
REF_202503_0523,TXN_202503_012971,2025-03-15,REG_10,PROD_012,2,838.28,Defective
REF_202503_0524,TXN_202503_013375,2025-04-09,REG_06,PROD_008,1,495.06,Wrong item
REF_202503_0525,TXN_202503_013239,2025-03-24,REG_01,PROD_005,1,159.28,Not as described
REF_202503_0526,TXN_202503_013313,2025-03-18,REG_04,PROD_030,4,1625.12,Defective
REF_202503_0527,TXN_202503_013251,2025-03-30,REG_04,PROD_011,3,558.0,Not as described
REF_202503_0528,TXN_202503_013369,2025-03-25,REG_01,PROD_024,1,494.53,Defective
REF_202503_0529,TXN_202503_013441,2025-03-27,REG_01,PROD_035,2,775.04,Wrong item
REF_202503_0530,TXN_202503_013210,2025-03-31,REG_10,PROD_013,2,750.46,Defective
REF_202503_0531,TXN_202503_013452,2025-03-18,REG_06,PROD_048,2,810.3,Damaged in transit
REF_202503_0532,TXN_202503_013177,2025-03-27,REG_03,PROD_006,2,724.94,Defective
REF_202503_0533,TXN_202503_012975,2025-04-03,REG_03,PROD_006,4,1172.48,Not as described
REF_202503_0534,TXN_202503_013228,2025-03-28,REG_05,PROD_041,1,64.74,Customer request
REF_202503_0535,TXN_202503_013314,2025-04-07,REG_08,PROD_022,1,394.78,Damaged in transit
REF_202503_0536,TXN_202503_013229,2025-04-11,REG_02,PROD_041,1,282.14,Customer request
REF_202503_0537,TXN_202503_013198,2025-03-12,REG_06,PROD_044,3,1259.88,Defective
REF_202503_0538,TXN_202503_013238,2025-04-05,REG_07,PROD_017,1,399.29,Not as described
REF_202503_0539,TXN_202503_013071,2025-03-22,REG_10,PROD_027,1,307.23,Damaged in transit
REF_202503_0540,TXN_202503_013236,2025-04-06,REG_10,PROD_015,1,222.15,Wrong item
