product_id,region,warehouse_id,start_stock,end_stock,stock_losses,stock_replenished
PROD_001,REG_01,WH_001,64,127,5,68
PROD_001,REG_01,WH_002,291,381,9,99
PROD_001,REG_02,WH_003,124,188,3,67
PROD_001,REG_02,WH_004,450,525,10,85
PROD_001,REG_03,WH_005,479,543,4,68
PROD_001,REG_03,WH_006,56,150,4,98
PROD_001,REG_04,WH_007,432,462,9,39
PROD_001,REG_04,WH_008,439,475,5,41
PROD_001,REG_05,WH_009,135,166,3,34
PROD_001,REG_05,WH_010,441,528,9,96
PROD_001,REG_06,WH_011,217,260,2,45
PROD_001,REG_06,WH_012,217,311,5,99
PROD_001,REG_07,WH_013,323,380,5,62
PROD_001,REG_07,WH_014,109,154,8,53
PROD_001,REG_08,WH_015,329,399,9,79
PROD_001,REG_08,WH_016,157,206,4,53
PROD_001,REG_09,WH_017,164,232,4,72
PROD_001,REG_09,WH_018,379,452,1,74
PROD_001,REG_10,WH_019,136,203,2,69
PROD_001,REG_10,WH_020,126,146,10,30
PROD_002,REG_01,WH_001,121,154,1,34
PROD_002,REG_01,WH_002,114,149,2,37
PROD_002,REG_02,WH_003,375,468,3,96
PROD_002,REG_02,WH_004,214,253,2,41
PROD_002,REG_03,WH_005,277,367,9,99
PROD_002,REG_03,WH_006,135,176,0,41
PROD_002,REG_04,WH_007,371,388,6,23
PROD_002,REG_04,WH_008,391,460,2,71
PROD_002,REG_05,WH_009,105,172,2,69
PROD_002,REG_05,WH_010,50,87,10,47
PROD_002,REG_06,WH_011,392,436,10,54
PROD_002,REG_06,WH_012,483,539,2,58
PROD_002,REG_07,WH_013,278,303,1,26
PROD_002,REG_07,WH_014,234,283,10,59
PROD_002,REG_08,WH_015,93,111,10,28
PROD_002,REG_08,WH_016,276,297,1,22
PROD_002,REG_09,WH_017,326,397,3,74
PROD_002,REG_09,WH_018,424,480,0,56
PROD_002,REG_10,WH_019,213,290,9,86
PROD_002,REG_10,WH_020,210,286,7,83
PROD_003,REG_01,WH_001,187,245,3,61
PROD_003,REG_01,WH_002,93,139,8,54
PROD_003,REG_02,WH_003,233,258,6,31
PROD_003,REG_02,WH_004,498,517,8,27
PROD_003,REG_03,WH_005,155,231,2,78
PROD_003,REG_03,WH_006,427,507,4,84
PROD_003,REG_04,WH_007,70,146,10,86
PROD_003,REG_04,WH_008,57,67,10,20
PROD_003,REG_05,WH_009,260,332,1,73
PROD_003,REG_05,WH_010,244,336,3,95
PROD_003,REG_06,WH_011,184,265,0,81
PROD_003,REG_06,WH_012,318,393,8,83
PROD_003,REG_07,WH_013,433,524,0,91
PROD_003,REG_07,WH_014,101,121,3,23
PROD_003,REG_08,WH_015,375,419,6,50
PROD_003,REG_08,WH_016,85,107,10,32
PROD_003,REG_09,WH_017,491,568,0,77
PROD_003,REG_09,WH_018,109,180,2,73
PROD_003,REG_10,WH_019,295,356,0,61
PROD_003,REG_10,WH_020,164,228,7,71
PROD_004,REG_01,WH_001,434,476,5,47
PROD_004,REG_01,WH_002,358,441,2,85
PROD_004,REG_02,WH_003,427,490,1,64
PROD_004,REG_02,WH_004,346,431,0,85
PROD_004,REG_03,WH_005,411,464,5,58
PROD_004,REG_03,WH_006,326,409,2,85
PROD_004,REG_04,WH_007,188,238,8,58
PROD_004,REG_04,WH_008,379,458,3,82
PROD_004,REG_05,WH_009,446,478,9,41
PROD_004,REG_05,WH_010,298,318,8,28
PROD_004,REG_06,WH_011,317,356,6,45
PROD_004,REG_06,WH_012,91,169,7,85
PROD_004,REG_07,WH_013,342,364,10,32
PROD_004,REG_07,WH_014,272,329,1,58
PROD_004,REG_08,WH_015,499,561,6,68
PROD_004,REG_08,WH_016,149,217,9,77
PROD_004,REG_09,WH_017,412,473,6,67
PROD_004,REG_09,WH_018,79,119,5,45
PROD_004,REG_10,WH_019,258,326,6,74
PROD_004,REG_10,WH_020,325,414,3,92
PROD_005,REG_01,WH_001,333,368,6,41
PROD_005,REG_01,WH_002,413,427,8,22
PROD_005,REG_02,WH_003,247,300,8,61
PROD_005,REG_02,WH_004,247,318,10,81
PROD_005,REG_03,WH_005,268,298,8,38
PROD_005,REG_03,WH_006,176,264,10,98
PROD_005,REG_04,WH_007,387,443,7,63
PROD_005,REG_04,WH_008,414,460,9,55
PROD_005,REG_05,WH_009,122,183,1,62
PROD_005,REG_05,WH_010,156,256,0,100
PROD_005,REG_06,WH_011,483,579,4,100
PROD_005,REG_06,WH_012,467,505,2,40
PROD_005,REG_07,WH_013,240,263,10,33
PROD_005,REG_07,WH_014,275,326,1,52
PROD_005,REG_08,WH_015,450,482,5,37
PROD_005,REG_08,WH_016,106,136,8,38
PROD_005,REG_09,WH_017,253,330,2,79
PROD_005,REG_09,WH_018,52,98,6,52
PROD_005,REG_10,WH_019,350,378,4,32
PROD_005,REG_10,WH_020,342,352,10,20
PROD_006,REG_01,WH_001,405,448,2,45
PROD_006,REG_01,WH_002,209,301,4,96
PROD_006,REG_02,WH_003,407,491,1,85
PROD_006,REG_02,WH_004,232,320,4,92
PROD_006,REG_03,WH_005,264,317,9,62
PROD_006,REG_03,WH_006,454,520,5,71
PROD_006,REG_04,WH_007,199,222,0,23
PROD_006,REG_04,WH_008,402,465,3,66
PROD_006,REG_05,WH_009,72,133,6,67
PROD_006,REG_05,WH_010,391,436,1,46
PROD_006,REG_06,WH_011,480,517,8,45
PROD_006,REG_06,WH_012,487,554,1,68
PROD_006,REG_07,WH_013,112,180,2,70
PROD_006,REG_07,WH_014,471,557,5,91
PROD_006,REG_08,WH_015,338,349,10,21
PROD_006,REG_08,WH_016,144,183,7,46
PROD_006,REG_09,WH_017,433,512,4,83
PROD_006,REG_09,WH_018,249,312,7,70
PROD_006,REG_10,WH_019,200,229,8,37
PROD_006,REG_10,WH_020,332,421,0,89
PROD_007,REG_01,WH_001,106,196,9,99
PROD_007,REG_01,WH_002,123,168,6,51
PROD_007,REG_02,WH_003,418,463,2,47
PROD_007,REG_02,WH_004,222,247,10,35
PROD_007,REG_03,WH_005,281,360,9,88
PROD_007,REG_03,WH_006,483,542,9,68
PROD_007,REG_04,WH_007,404,468,10,74
PROD_007,REG_04,WH_008,407,452,3,48
PROD_007,REG_05,WH_009,380,409,10,39
PROD_007,REG_05,WH_010,434,456,7,29
PROD_007,REG_06,WH_011,185,248,0,63
PROD_007,REG_06,WH_012,122,196,6,80
PROD_007,REG_07,WH_013,68,84,10,26
PROD_007,REG_07,WH_014,180,263,3,86
PROD_007,REG_08,WH_015,133,168,1,36
PROD_007,REG_08,WH_016,81,119,6,44
PROD_007,REG_09,WH_017,436,519,7,90
PROD_007,REG_09,WH_018,384,465,1,82
PROD_007,REG_10,WH_019,69,90,10,31
PROD_007,REG_10,WH_020,172,190,8,26
PROD_008,REG_01,WH_001,89,176,10,97
PROD_008,REG_01,WH_002,311,334,0,23
PROD_008,REG_02,WH_003,140,177,10,47
PROD_008,REG_02,WH_004,134,200,10,76
PROD_008,REG_03,WH_005,381,408,2,29
PROD_008,REG_03,WH_006,280,339,8,67
PROD_008,REG_04,WH_007,149,182,5,38
PROD_008,REG_04,WH_008,307,345,9,47
PROD_008,REG_05,WH_009,385,468,4,87
PROD_008,REG_05,WH_010,231,324,7,100
PROD_008,REG_06,WH_011,110,152,10,52
PROD_008,REG_06,WH_012,411,442,9,40
PROD_008,REG_07,WH_013,490,569,3,82
PROD_008,REG_07,WH_014,172,192,9,29
PROD_008,REG_08,WH_015,331,409,10,88
PROD_008,REG_08,WH_016,175,197,7,29
PROD_008,REG_09,WH_017,363,396,6,39
PROD_008,REG_09,WH_018,123,179,0,56
PROD_008,REG_10,WH_019,72,115,3,46
PROD_008,REG_10,WH_020,291,375,10,94
PROD_009,REG_01,WH_001,254,332,10,88
PROD_009,REG_01,WH_002,107,182,2,77
PROD_009,REG_02,WH_003,429,520,1,92
PROD_009,REG_02,WH_004,152,204,2,54
PROD_009,REG_03,WH_005,131,168,6,43
PROD_009,REG_03,WH_006,229,323,3,97
PROD_009,REG_04,WH_007,436,492,4,60
PROD_009,REG_04,WH_008,112,160,7,55
PROD_009,REG_05,WH_009,101,133,1,33
PROD_009,REG_05,WH_010,178,249,3,74
PROD_009,REG_06,WH_011,61,106,10,55
PROD_009,REG_06,WH_012,260,333,4,77
PROD_009,REG_07,WH_013,165,210,4,49
PROD_009,REG_07,WH_014,497,582,2,87
PROD_009,REG_08,WH_015,456,523,8,75
PROD_009,REG_08,WH_016,114,165,5,56
PROD_009,REG_09,WH_017,87,155,0,68
PROD_009,REG_09,WH_018,413,476,4,67
PROD_009,REG_10,WH_019,226,252,6,32
PROD_009,REG_10,WH_020,55,131,2,78
PROD_010,REG_01,WH_001,151,232,9,90
PROD_010,REG_01,WH_002,463,490,2,29
PROD_010,REG_02,WH_003,365,399,3,37
PROD_010,REG_02,WH_004,166,247,0,81
PROD_010,REG_03,WH_005,78,148,10,80
PROD_010,REG_03,WH_006,325,402,8,85
PROD_010,REG_04,WH_007,425,517,3,95
PROD_010,REG_04,WH_008,300,372,4,76
PROD_010,REG_05,WH_009,91,184,2,95
PROD_010,REG_05,WH_010,71,82,10,21
PROD_010,REG_06,WH_011,112,133,8,29
PROD_010,REG_06,WH_012,459,552,0,93
PROD_010,REG_07,WH_013,178,198,6,26
PROD_010,REG_07,WH_014,416,428,10,22
PROD_010,REG_08,WH_015,50,146,1,97
PROD_010,REG_08,WH_016,392,475,1,84
PROD_010,REG_09,WH_017,122,175,7,60
PROD_010,REG_09,WH_018,482,561,7,86
PROD_010,REG_10,WH_019,307,394,9,96
PROD_010,REG_10,WH_020,265,333,6,74
PROD_011,REG_01,WH_001,395,428,0,33
PROD_011,REG_01,WH_002,334,377,0,43
PROD_011,REG_02,WH_003,341,415,5,79
PROD_011,REG_02,WH_004,386,445,7,66
PROD_011,REG_03,WH_005,175,197,0,22
PROD_011,REG_03,WH_006,245,276,9,40
PROD_011,REG_04,WH_007,158,240,2,84
PROD_011,REG_04,WH_008,347,446,0,99
PROD_011,REG_05,WH_009,335,397,5,67
PROD_011,REG_05,WH_010,134,210,1,77
PROD_011,REG_06,WH_011,243,282,6,45
PROD_011,REG_06,WH_012,418,489,0,71
PROD_011,REG_07,WH_013,370,407,6,43
PROD_011,REG_07,WH_014,427,524,3,100
PROD_011,REG_08,WH_015,141,208,8,75
PROD_011,REG_08,WH_016,122,192,6,76
PROD_011,REG_09,WH_017,269,316,6,53
PROD_011,REG_09,WH_018,234,314,10,90
PROD_011,REG_10,WH_019,442,491,1,50
PROD_011,REG_10,WH_020,210,248,5,43
PROD_012,REG_01,WH_001,237,311,1,75
PROD_012,REG_01,WH_002,319,410,7,98
PROD_012,REG_02,WH_003,155,240,7,92
PROD_012,REG_02,WH_004,456,478,1,23
PROD_012,REG_03,WH_005,215,251,10,46
PROD_012,REG_03,WH_006,154,235,9,90
PROD_012,REG_04,WH_007,451,517,5,71
PROD_012,REG_04,WH_008,365,419,2,56
PROD_012,REG_05,WH_009,328,365,9,46
PROD_012,REG_05,WH_010,314,398,8,92
PROD_012,REG_06,WH_011,369,403,4,38
PROD_012,REG_06,WH_012,154,240,8,94
PROD_012,REG_07,WH_013,445,461,4,20
PROD_012,REG_07,WH_014,470,512,6,48
PROD_012,REG_08,WH_015,477,564,1,88
PROD_012,REG_08,WH_016,392,450,5,63
PROD_012,REG_09,WH_017,320,360,8,48
PROD_012,REG_09,WH_018,72,86,10,24
PROD_012,REG_10,WH_019,297,328,6,37
PROD_012,REG_10,WH_020,270,326,6,62
PROD_013,REG_01,WH_001,150,204,10,64
PROD_013,REG_01,WH_002,85,158,2,75
PROD_013,REG_02,WH_003,233,259,4,30
PROD_013,REG_02,WH_004,440,517,3,80
PROD_013,REG_03,WH_005,133,228,0,95
PROD_013,REG_03,WH_006,258,292,6,40
PROD_013,REG_04,WH_007,190,235,9,54
PROD_013,REG_04,WH_008,57,128,5,76
PROD_013,REG_05,WH_009,480,546,0,66
PROD_013,REG_05,WH_010,429,488,3,62
PROD_013,REG_06,WH_011,205,291,8,94
PROD_013,REG_06,WH_012,192,209,8,25
PROD_013,REG_07,WH_013,481,573,8,100
PROD_013,REG_07,WH_014,492,506,8,22
PROD_013,REG_08,WH_015,195,229,9,43
PROD_013,REG_08,WH_016,134,228,2,96
PROD_013,REG_09,WH_017,81,162,2,83
PROD_013,REG_09,WH_018,280,326,2,48
PROD_013,REG_10,WH_019,300,377,3,80
PROD_013,REG_10,WH_020,152,183,7,38
PROD_014,REG_01,WH_001,410,459,5,54
PROD_014,REG_01,WH_002,67,86,7,26
PROD_014,REG_02,WH_003,393,474,7,88
PROD_014,REG_02,WH_004,206,263,4,61
PROD_014,REG_03,WH_005,198,224,9,35
PROD_014,REG_03,WH_006,370,403,9,42
PROD_014,REG_04,WH_007,308,344,7,43
PROD_014,REG_04,WH_008,162,237,5,80
PROD_014,REG_05,WH_009,285,313,2,30
PROD_014,REG_05,WH_010,382,450,0,68
PROD_014,REG_06,WH_011,257,341,9,93
PROD_014,REG_06,WH_012,361,453,2,94
PROD_014,REG_07,WH_013,364,395,2,33
PROD_014,REG_07,WH_014,275,373,0,98
PROD_014,REG_08,WH_015,189,277,1,89
PROD_014,REG_08,WH_016,443,502,9,68
PROD_014,REG_09,WH_017,479,569,2,92
PROD_014,REG_09,WH_018,442,470,8,36
PROD_014,REG_10,WH_019,456,538,9,91
PROD_014,REG_10,WH_020,303,373,3,73
PROD_015,REG_01,WH_001,336,419,6,89
PROD_015,REG_01,WH_002,309,390,0,81
PROD_015,REG_02,WH_003,57,148,9,100
PROD_015,REG_02,WH_004,279,309,10,40
PROD_015,REG_03,WH_005,207,247,5,45
PROD_015,REG_03,WH_006,204,261,7,64
PROD_015,REG_04,WH_007,199,281,10,92
PROD_015,REG_04,WH_008,237,269,7,39
PROD_015,REG_05,WH_009,299,377,3,81
PROD_015,REG_05,WH_010,485,575,7,97
PROD_015,REG_06,WH_011,362,388,1,27
PROD_015,REG_06,WH_012,397,487,7,97
PROD_015,REG_07,WH_013,137,184,5,52
PROD_015,REG_07,WH_014,276,296,9,29
PROD_015,REG_08,WH_015,198,279,4,85
PROD_015,REG_08,WH_016,312,332,5,25
PROD_015,REG_09,WH_017,376,410,1,35
PROD_015,REG_09,WH_018,100,131,5,36
PROD_015,REG_10,WH_019,317,344,8,35
PROD_015,REG_10,WH_020,137,197,6,66
PROD_016,REG_01,WH_001,269,337,1,69
PROD_016,REG_01,WH_002,181,254,0,73
PROD_016,REG_02,WH_003,426,521,0,95
PROD_016,REG_02,WH_004,166,196,8,38
PROD_016,REG_03,WH_005,366,445,3,82
PROD_016,REG_03,WH_006,163,179,9,25
PROD_016,REG_04,WH_007,116,211,0,95
PROD_016,REG_04,WH_008,215,255,9,49
PROD_016,REG_05,WH_009,60,137,7,84
PROD_016,REG_05,WH_010,326,399,10,83
PROD_016,REG_06,WH_011,91,141,9,59
PROD_016,REG_06,WH_012,400,451,1,52
PROD_016,REG_07,WH_013,485,570,10,95
PROD_016,REG_07,WH_014,256,306,2,52
PROD_016,REG_08,WH_015,306,335,2,31
PROD_016,REG_08,WH_016,392,483,3,94
PROD_016,REG_09,WH_017,65,110,5,50
PROD_016,REG_09,WH_018,272,371,1,100
PROD_016,REG_10,WH_019,276,358,7,89
PROD_016,REG_10,WH_020,121,157,7,43
PROD_017,REG_01,WH_001,487,511,0,24
PROD_017,REG_01,WH_002,277,296,1,20
PROD_017,REG_02,WH_003,295,314,7,26
PROD_017,REG_02,WH_004,208,263,7,62
PROD_017,REG_03,WH_005,346,427,8,89
PROD_017,REG_03,WH_006,274,339,6,71
PROD_017,REG_04,WH_007,345,443,2,100
PROD_017,REG_04,WH_008,442,465,6,29
PROD_017,REG_05,WH_009,123,180,8,65
PROD_017,REG_05,WH_010,183,246,5,68
PROD_017,REG_06,WH_011,346,427,6,87
PROD_017,REG_06,WH_012,82,105,6,29
PROD_017,REG_07,WH_013,370,442,4,76
PROD_017,REG_07,WH_014,340,393,1,54
PROD_017,REG_08,WH_015,311,393,7,89
PROD_017,REG_08,WH_016,378,401,8,31
PROD_017,REG_09,WH_017,410,462,8,60
PROD_017,REG_09,WH_018,105,123,2,20
PROD_017,REG_10,WH_019,456,515,9,68
PROD_017,REG_10,WH_020,71,141,6,76
PROD_018,REG_01,WH_001,304,339,8,43
PROD_018,REG_01,WH_002,253,298,3,48
PROD_018,REG_02,WH_003,192,226,1,35
PROD_018,REG_02,WH_004,315,372,8,65
PROD_018,REG_03,WH_005,279,320,6,47
PROD_018,REG_03,WH_006,189,210,2,23
PROD_018,REG_04,WH_007,164,238,0,74
PROD_018,REG_04,WH_008,471,556,1,86
PROD_018,REG_05,WH_009,467,530,2,65
PROD_018,REG_05,WH_010,299,391,2,94
PROD_018,REG_06,WH_011,235,259,4,28
PROD_018,REG_06,WH_012,448,539,4,95
PROD_018,REG_07,WH_013,271,346,7,82
PROD_018,REG_07,WH_014,239,335,0,96
PROD_018,REG_08,WH_015,310,356,2,48
PROD_018,REG_08,WH_016,285,341,8,64
PROD_018,REG_09,WH_017,88,113,4,29
PROD_018,REG_09,WH_018,351,372,6,27
PROD_018,REG_10,WH_019,228,247,3,22
PROD_018,REG_10,WH_020,205,283,0,78
PROD_019,REG_01,WH_001,451,510,6,65
PROD_019,REG_01,WH_002,311,327,9,25
PROD_019,REG_02,WH_003,61,143,7,89
PROD_019,REG_02,WH_004,118,163,3,48
PROD_019,REG_03,WH_005,456,500,2,46
PROD_019,REG_03,WH_006,494,512,10,28
PROD_019,REG_04,WH_007,186,263,0,77
PROD_019,REG_04,WH_008,119,154,6,41
PROD_019,REG_05,WH_009,77,144,7,74
PROD_019,REG_05,WH_010,240,268,3,31
PROD_019,REG_06,WH_011,332,380,7,55
PROD_019,REG_06,WH_012,214,276,4,66
PROD_019,REG_07,WH_013,412,434,6,28
PROD_019,REG_07,WH_014,79,99,9,29
PROD_019,REG_08,WH_015,222,276,5,59
PROD_019,REG_08,WH_016,376,428,10,62
PROD_019,REG_09,WH_017,116,149,1,34
PROD_019,REG_09,WH_018,241,270,3,32
PROD_019,REG_10,WH_019,129,216,9,96
PROD_019,REG_10,WH_020,399,468,8,77
PROD_020,REG_01,WH_001,198,258,5,65
PROD_020,REG_01,WH_002,355,400,10,55
PROD_020,REG_02,WH_003,460,532,1,73
PROD_020,REG_02,WH_004,378,407,1,30
PROD_020,REG_03,WH_005,412,475,2,65
PROD_020,REG_03,WH_006,89,173,1,85
PROD_020,REG_04,WH_007,90,168,7,85
PROD_020,REG_04,WH_008,213,305,5,97
PROD_020,REG_05,WH_009,84,147,8,71
PROD_020,REG_05,WH_010,463,530,2,69
PROD_020,REG_06,WH_011,249,298,8,57
PROD_020,REG_06,WH_012,293,331,1,39
PROD_020,REG_07,WH_013,270,322,7,59
PROD_020,REG_07,WH_014,246,329,6,89
PROD_020,REG_08,WH_015,130,158,8,36
PROD_020,REG_08,WH_016,137,167,0,30
PROD_020,REG_09,WH_017,329,358,1,30
PROD_020,REG_09,WH_018,300,328,0,28
PROD_020,REG_10,WH_019,254,305,7,58
PROD_020,REG_10,WH_020,57,145,7,95
PROD_021,REG_01,WH_001,233,315,8,90
PROD_021,REG_01,WH_002,276,331,6,61
PROD_021,REG_02,WH_003,238,278,9,49
PROD_021,REG_02,WH_004,204,225,7,28
PROD_021,REG_03,WH_005,469,494,8,33
PROD_021,REG_03,WH_006,439,476,5,42
PROD_021,REG_04,WH_007,172,233,1,62
PROD_021,REG_04,WH_008,359,407,4,52
PROD_021,REG_05,WH_009,497,569,7,79
PROD_021,REG_05,WH_010,244,295,6,57
PROD_021,REG_06,WH_011,342,400,8,66
PROD_021,REG_06,WH_012,154,234,8,88
PROD_021,REG_07,WH_013,342,408,8,74
PROD_021,REG_07,WH_014,112,144,6,38
PROD_021,REG_08,WH_015,50,82,7,39
PROD_021,REG_08,WH_016,379,462,4,87
PROD_021,REG_09,WH_017,430,500,2,72
PROD_021,REG_09,WH_018,53,144,0,91
PROD_021,REG_10,WH_019,198,280,9,91
PROD_021,REG_10,WH_020,352,444,6,98
PROD_022,REG_01,WH_001,147,204,7,64
PROD_022,REG_01,WH_002,82,134,8,60
PROD_022,REG_02,WH_003,108,130,8,30
PROD_022,REG_02,WH_004,362,455,3,96
PROD_022,REG_03,WH_005,458,478,5,25
PROD_022,REG_03,WH_006,323,371,9,57
PROD_022,REG_04,WH_007,431,515,6,90
PROD_022,REG_04,WH_008,136,226,8,98
PROD_022,REG_05,WH_009,437,528,7,98
PROD_022,REG_05,WH_010,178,255,1,78
PROD_022,REG_06,WH_011,380,416,10,46
PROD_022,REG_06,WH_012,178,274,4,100
PROD_022,REG_07,WH_013,399,434,0,35
PROD_022,REG_07,WH_014,302,369,1,68
PROD_022,REG_08,WH_015,78,153,6,81
PROD_022,REG_08,WH_016,135,160,0,25
PROD_022,REG_09,WH_017,489,573,0,84
PROD_022,REG_09,WH_018,234,299,2,67
PROD_022,REG_10,WH_019,114,163,4,53
