refund_id,transaction_id,refund_date,region,product_id,units,refund_amount,reason
REF_202304_0061,TXN_202304_001520,2023-05-07,REG_10,PROD_036,2,863.58,Not as described
REF_202304_0062,TXN_202304_001594,2023-04-30,REG_01,PROD_014,3,186.9,Not as described
REF_202304_0063,TXN_202304_001513,2023-05-02,REG_07,PROD_049,1,249.01,Wrong item
REF_202304_0064,TXN_202304_001607,2023-05-04,REG_08,PROD_001,2,788.6,Damaged in transit
REF_202304_0065,TXN_202304_001819,2023-05-05,REG_01,PROD_039,3,1199.85,Not as described
REF_202304_0066,TXN_202304_001684,2023-04-23,REG_05,PROD_030,2,47.48,Customer request
REF_202304_0067,TXN_202304_001530,2023-05-03,REG_08,PROD_002,1,374.51,Not as described
REF_202304_0068,TXN_202304_001692,2023-04-30,REG_10,PROD_001,2,911.2,Wrong item
REF_202304_0069,TXN_202304_001666,2023-04-30,REG_01,PROD_002,4,321.96,Damaged in transit
REF_202304_0070,TXN_202304_001595,2023-04-17,REG_09,PROD_022,2,605.42,Wrong item
REF_202304_0071,TXN_202304_001960,2023-04-16,REG_10,PROD_035,4,1507.6,Wrong item
REF_202304_0072,TXN_202304_001702,2023-04-29,REG_05,PROD_003,1,224.01,Customer request
REF_202304_0073,TXN_202304_001676,2023-04-24,REG_05,PROD_012,1,347.16,Customer request
REF_202304_0074,TXN_202304_001501,2023-05-08,REG_08,PROD_015,1,278.2,Defective
REF_202304_0075,TXN_202304_001585,2023-05-04,REG_03,PROD_015,1,265.43,Wrong item
REF_202304_0076,TXN_202304_001547,2023-04-21,REG_06,PROD_007,5,1474.95,Wrong item
REF_202304_0077,TXN_202304_001570,2023-04-28,REG_01,PROD_003,4,1554.92,Wrong item
REF_202304_0078,TXN_202304_001869,2023-04-27,REG_06,PROD_032,1,377.76,Not as described
REF_202304_0079,TXN_202304_001586,2023-04-13,REG_06,PROD_031,4,1854.72,Defective
REF_202304_0080,TXN_202304_001926,2023-04-10,REG_10,PROD_022,1,246.24,Defective
